ProjectID;ProjectComitteeE;ProjectTitle;Agency;FiscalYear;CompetitionYear;ProgramID;Program;ProgramType;ProgramF;ProgramTypeF;PrincipalInvestigator;InterUnivColl;NofOrganization;OrganizationID;Affiliation;Organization;OrganizationGroup;OrganizationGroupF;Province;FProvince;Payment;InterUnivCollF;NofCollaborators;ID_Projet;Code_Comite;Code_Agence;Comite;FComite
CIHR87118;Genes, Cells and Molecules;Heterochromatin Protein 1 (HP1) in maternal infertility and embryonic development;CIHR;2023-2024;2023;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Brind'Amour, Julie;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;117588;Internal collaboration;1;CIHR11814;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Génie biomédical
CIHR81211;Genes, Cells and Molecules;Impact of vascular injury derived exosomes on Lupus Nephritis;CIHR;2023-2024;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Dieudé, Mélanie;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;115515;Internal collaboration;3;CIHR13785;NUT;CIHR;Nutrition, Food & Health;Formation de recherche en santé B - HP
CIHR84172;Genes, Cells and Molecules;Investigating Intercommunications of Glioblastoma with Brain Microenvironment using 3D Organoid;CIHR;2022-2023;2022;1664;Operating Grant - PA: Genetics (Bridge Funding: Research Priorities);Grant Awards;Subvention de fonctionnement - AP : génétique (fin trans : priorités de rech);Subventions;Tanaka, Yoshiaki;Without Collaborator;0;2221;Université de Montréal;Hôpital Maisonneuve-Rosemont;Universities;Universités;Quebec;Québec;100000;Without Collaborator;0;CIHR11451;*A*;CIHR;Special Cases - Awards Programs;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
CIHR83753;Genes, Cells and Molecules;Investigating Roles of Primate-Specific Retrotransposon-Derived Transcripts in Glioblastoma;CIHR;2022-2023;2022;350;CIHR - ICR / Cancer Research Society Partnership - Research Grants;Grant Awards;Partenariat IRSC - IC / Société de recherche sur le cancer - Subv. de recherche;Subventions;Tanaka, Yoshiaki;Without Collaborator;0;2221;Université de Montréal;Hôpital Maisonneuve-Rosemont;Universities;Universités;Quebec;Québec;34913;Without Collaborator;0;CIHR11081;CTA;CIHR;Clinical Trials - A;Système cardiovasculaire - A: Cellules et tissus
CIHR83262;Genes, Cells and Molecules;Role of dendritic spines in the processing, storage, and integration of excitatory inputs in neocortical pyramidal neurons;CIHR;2022-2023;2022;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Araya, Roberto;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;296630;Without Collaborator;0;CIHR11488;DRB;CIHR;Doctoral Research Awards - B;Physiologie cellulaire
CIHR75359;Genetics;Endothelial cell genetics and blood pressure regulation;CIHR;2023-2024;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;LETTRE, Guillaume;Without Collaborator;0;2226;Université de Montréal;Institut de cardiologie de Montréal;Universities;Universités;Quebec;Québec;188190;Without Collaborator;0;CIHR11232;DRA;CIHR;Doctoral Research Awards A;Comprendre et examiner les répercussions des milieux phys. & social sur la santé CentreLOI
CIHR78224;Genetics;Identifying and functionally validating IBD genes and variants impacting intestinal epithelial barrier integrity;CIHR;2021-2022;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;RIOUX, John D;Internal collaboration;0;2226;Université de Montréal;Institut de cardiologie de Montréal;Universities;Universités;Quebec;Québec;169830;Internal collaboration;1;CIHR11563;***;CIHR;Special Cases;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
CIHR77219;Genetics;Interneuronopathies and neurodevelopmental disorders;CIHR;2020-2021;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Rossignol, Elsa;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;143820;Internal collaboration;1;CIHR12061;EM;CIHR;Experimental Medicine;Sciences dentaires
CIHR81120;Genetics;KBTBD4 determines key epigenetic marks that govern human hematopoietic stem cell self-renewal;CIHR;2022-2023;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;SAUVAGEAU, Guy;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;154912;Without Collaborator;0;CIHR11293;HTA;CIHR;Health Research Training A – Post-PhD (HTA);Bourses de recherche au doctorat - B
CIHR81408;Genetics;Understanding the GR/PLZF axis in acute myeloid leukemia;CIHR;2022-2023;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;SAUVAGEAU, Guy;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;181687;Without Collaborator;0;CIHR10861;***;CIHR;Special Cases;Bourses de recherche au doctorat - A
CIHR88524;Health Impacts of Gambling and Gaming;Identifying innovative responses to problematic gambling among LGBTQ2S+ communities in Canada - A mixed-methods study;CIHR;2023-2024;2023;745;Catalyst Grant: Health Impacts of Gambling and Gaming;Grant Awards;Subvention catalyseur : Répercussions des jeux vidéo et de hasard sur la santé;Subventions;Ferlatte, Olivier;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;100000;Internal collaboration;4;CIHR12374;CI;CIHR;Clinical Investigation;Comprendre et examiner les répercussions des milieux phys. & social sur la santé CentreLOI
CIHR74952;Health Policy & Systems Management Research;A mixed methods study of stakeholders' perspectives on ethical and logistical issues related to advanced living donation in kidney transplantation in Canada, and a proposal for guidelines in a Canadian context.;CIHR;2019-2020;2019;1846;Project Grant - Priority Announcement: Patient-Oriented Research;Grant Awards;Subvention Projet - Annonce de priorité : Recherche axée sur le patient;Subventions;FORTIN, Marie-Chantal;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;100000;Internal collaboration;5;CIHR12520;***;CIHR;Special Cases;Système cardiovasculaire - B: Coeur et Circulation
CIHR79713;Health Policy & Systems Management Research;RÉAC ! Réactivité de la prise en charge des nouveaux arrivants face à la pandémie de COVID-19 à Montréal, Sherbrooke et Toronto : une recherche mixte participative;CIHR;2022-2023;2021;1946;Project Grant - PA: Pandemic and Health Emergencies Research;Grant Awards;Projet - AP: Recherche sur les pandémies et les urgences sanitaires;Subventions;Gautier, Lara;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;295000;Internal collaboration;15;CIHR12421;PS;CIHR;Pharmaceutical Sciences;Médecine expérimentale
CIHR80943;Health Policy & Systems Management Research;The prospect of wise governments: The Canadian experience of policy learning in and after COVID-19 pandemic;CIHR;2021-2022;2022;1435;Operating Grant: COVID-19 - Project Grant;Grant Awards;Subvention de fonctionnement : COVID-19 - Subvention Projet;Subventions;DENIS, Jean-Louis;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;141013;Internal collaboration;9;CIHR1268;CA;CIHR;Cancer - A;Appareil cardiovasculaire - B
CIHR79991;Health Services Evaluation & Interventions Research;Heterogeneity of interprofessional primary care teams and its effect on quality of care and health service use in older adults;CIHR;2023-2024;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Sourial, Nadia;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;194597;Internal collaboration;7;CIHR1385;MI;CIHR;Microbiology & Infectious Diseases;Recherche en collaboration avec l'industrie
CIHR77251;Health Services Evaluation & Interventions Research;Improving physician competency in communication skills for behavior change counselling: The validation of a new digital assessment tool;CIHR;2020-2021;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;LAVOIE, Kim;Internal collaboration;0;2224;Université de Montréal;Hôpital du Sacré-Coeur de Montréal;Universities;Universités;Quebec;Québec;85903;Internal collaboration;11;CIHR12928;BSA;CIHR;Behavioural Sciences - A: (Behavioural Studies in Animal Models);Bourses de recherche au doctorat - A
CIHR78537;Health Services Evaluation & Interventions Research 2;A novel web-based mental health intervention integrating peer support and clinical moderation to enhance recovery and prevent relapse in adults diagnosed with psychotic disorders: A pragmatic feasibility study of Horyzons-Canada;CIHR;2021-2022;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;LAL, Shalini;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;160650;Internal collaboration;9;CIHR12853;CIB;CIHR;Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage;Génie biomédical
CIHR78455;Health Services Evaluation & Interventions Research 3;Adverse Drug Events and Medication Errors in adult Intensive Care Units;CIHR;2021-2022;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Roumeliotis, Nadia;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;158207;Internal collaboration;8;CIHR12808;CSB;CIHR;Cardiovascular System - B;Pathologie et morphologie
CIHR80585;Health Services Evaluation & Interventions Research 3;Application of a brief digital screening tool to address parental and adolescent tobacco and electronic cigarette use in pediatric medical care;CIHR;2021-2022;2021;1949;Project Grant - PA: Equity in Cancer Prevention and Control;Grant Awards;Subvention Projet - AP : Équité en matière de prévention du cancer et de lutte;Subventions;DROUIN, Olivier;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;100000;Internal collaboration;4;CIHR12393;BSA;CIHR;Behavioural Sciences - A;Appareil cardiovasculaire - B
CIHR73677;Health Services Evaluation & Interventions Research 3;Integrating community-based recruitment with data linkage to inform and enhance scale-up of hepatitis C treatment among people who inject drugs: A pan-Canadian 'virtual' cohort study;CIHR;2021-2022;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;BRUNEAU, Julie;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;207506;Internal collaboration;6;CIHR13675;IT;CIHR;Immunology and Transplantation;Pathologie et morphologie
CIHR77437;Hematology, Digestive Disease & Kidney;Role of Hedgehog Interacting Protein (Hhip) in Diabetic Kidney Disease;CIHR;2022-2023;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;ZHANG, Shao-Ling;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;136425;Without Collaborator;0;CIHR11293;HTA;CIHR;Health Research Training A - Post-PhD (HTA);Cas speciaux - programmes de bourses
CIHR78338;Hematology, Digestive Disease & Kidney;Role of neutrophils in liver fibrosis;CIHR;2021-2022;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;SHOUKRY, Naglaa H;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;151470;Internal collaboration;1;CIHR11575;***;CIHR;Cas spéciaux;Investigation clinique - B
CIHR74911;Hematology, Digestive Disease & Kidney;Role of neutrophils in liver fibrosis;CIHR;2019-2020;2019;1831;Project Grant - Priority Announcement: Infection and Immunity;Grant Awards;Subvention Projet - Annonce de priorités: Maladies infectieuses et immunitaires;Subventions;SHOUKRY, Naglaa H;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;100000;Without Collaborator;0;CIHR11485;*A*;CIHR;Special Cases - Awards Programs;Sciences du comportement - A
CIHR75565;Hematology, Digestive Disease & Kidney;Targeting SMOC2-induced epithelial-to-mesenchymal transition inhibits senescence in mouse models of kidney fibrosis;CIHR;2021-2022;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Gerarduzzi, Casimiro;Internal collaboration;0;113633;Université de Montréal;Centre de recherche Guy-Bernier (Montréal);Universities;Universités;Quebec;Québec;147645;Internal collaboration;1;CIHR11997;***;CIHR;Cas spéciaux;Médecine expérimentale
CIHR80272;Hepatitis C Research;Canadian Network on Hepatitis C (CanHepC): From Discovery to Implementation;CIHR;2022-2023;2021;933;Hepatitis C Research;Grant Awards;Recherche sur l hépatite C;Subventions;SHOUKRY, Naglaa H;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;900000;Internal collaboration;62;CIHR12307;***;CIHR;Cas spéciaux;Programme de démonstration des principes
CIHR75054;HIV/AIDS Community-Based Research (merged);ChemStory: community produced podcasts to spark conversations about Chemsex and HIV Prevention;CIHR;2019-2020;2019;212;Catalyst Grant: HIV/AIDS and STBBI Community-Based Research;Grant Awards;Subvention catalyseur : Recherche communautaire sur le VIH/SIDA et ITTS;Subventions;Ferlatte, Olivier;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;39976;Internal collaboration;8;CIHR12647;AGE;CIHR;SAGE-KE;Biochimie et biologie moléculaire - B
CIHR80023;Immunology & Transplantation;B cell intrinsic mechanisms of the germinal centre reaction;CIHR;2023-2024;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Gu, Hua;Without Collaborator;0;100065;Université de Montréal;Institut de recherches cliniques de Montréal;Universities;Universités;Quebec;Québec;190485;Without Collaborator;0;CIHR10904;CSA;CIHR;Cardiovascular System - A;Virologie et pathogenèse virale
CIHR79810;Immunology & Transplantation;FceR1+ nociceptor neurons control type-1 hypersensitivity reaction;CIHR;2021-2022;2021;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;TALBOT, Sébastien;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;239127;Without Collaborator;0;CIHR11208;DRA;CIHR;Doctoral Research Awards A;Bourses de recherche - B
CIHR78413;Immunology & Transplantation;Manipulating cytokine pathways to increase T cell stemness during chronic antigen exposure;CIHR;2021-2022;2020;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;DECALUWE, Hélène;Without Collaborator;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;179010;Without Collaborator;0;CIHR11409;INV;CIHR;Investigators;Biochimie et biologie moléculaire - A
CIHR73935;Immunology & Transplantation;Molecular mechanisms controlling T follicular helper (TFH) cell biology;CIHR;2020-2021;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Gu, Hua;Without Collaborator;0;100065;Université de Montréal;Institut de recherches cliniques de Montréal;Universities;Universités;Quebec;Québec;160510;Without Collaborator;0;CIHR11163;DRA;CIHR;Doctoral Research Awards A;Sciences du comportement - A
CIHR75367;Immunology & Transplantation;Regulation of CD8+ T cell responses by the nuclear orphan receptor NR4A3;CIHR;2023-2024;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;LABRECQUE, Nathalie;Internal collaboration;0;113633;Université de Montréal;Centre de recherche Guy-Bernier (Montréal);Universities;Universités;Quebec;Québec;190484;Internal collaboration;1;CIHR12011;***;CIHR;Special Cases;Physiologie cellulaire
CIHR73823;Immunology & Transplantation;Regulation of germinal center B cell function during antibody responses;CIHR;2023-2024;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;DI NOIA, Javier M;Without Collaborator;0;100065;Université de Montréal;Institut de recherches cliniques de Montréal;Universities;Universités;Quebec;Québec;140887;Without Collaborator;0;CIHR11112;BSB;CIHR;Behavioural Sciences - B: Clinical Behavioural Sciences;Cas spéciaux
CIHR80609;Immunology & Transplantation;Regulation of the inflammatory response by NOX2-derived reactive oxygen species;CIHR;2023-2024;2021;1944;Project Grant - PA: Infection and Immunity (Early Career Research Support);Grant Awards;Subv. Projet - AP : Infectiologie et immunologie (rech. en début de carrière);Subventions;Touzot, Fabien;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;191667;Internal collaboration;2;CIHR12966;***;CIHR;Special Cases;Déterminants psychosociaux, socioculturels et comportementaux de la santé - B
CIHR75319;Immunology & Transplantation;Regulation of thymic selection thresholds and their role in establishing T cell function;CIHR;2023-2024;2019;1855;Project Grant;Grant Awards;Subvention Projet;Subventions;Melichar, Heather;Internal collaboration;0;113633;Université de Montréal;Centre de recherche Guy-Bernier (Montréal);Universities;Universités;Quebec;Québec;204255;Internal collaboration;1;CIHR11885;BSA;CIHR;Behavioural Sciences - A;Appareil cardiovasculaire - C
CIHR80745;INCONNU_2122;Effets d'une intervention musicale personnalisée sur les répercussions de la COVID-19 en santé mentale des personnes âgées;CIHR;2021-2022;2021;2415;Op. Gr.: Addr. Wider Impacts of COVID-Imp. on social/econ/pop iss/pbl outcomes;Grant Awards;S. de Fonc: Étude réper. glob. de COVID sur santé-Réperc. sur enj. soc/écon/pop;Subventions;Gosselin, Nathalie;Internal collaboration;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;308985;Internal collaboration;5;CIHR12502;DRA;CIHR;Doctoral Research Awards - A;Sciences du comportement - B
CIHR80722;INCONNU_2122;Lessening the Impact of COVID-19 on Child and Youth Mental Health;CIHR;2021-2022;2021;2415;Op. Gr.: Addr. Wider Impacts of COVID-Imp. on social/econ/pop iss/pbl outcomes;Grant Awards;S. de Fonc: Étude réper. glob. de COVID sur santé-Réperc. sur enj. soc/écon/pop;Subventions;AUGER, Nathalie;Internal collaboration;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;277081;Internal collaboration;7;CIHR12778;CIB;CIHR;Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage;Déterminants psychosociaux, socio-culturels et comportementaux de la santé - A
CIHR80929;INCONNU_2122;Pediatric Outcomes imProvement through COordination of Research Networks (POPCORN);CIHR;2021-2022;2022;1813;Op. Grant: Canadian Pediatric COVID-19 Research Platform;Grant Awards;Sub. de fonct.: Plateforme canadienne de recherche pédiatrique sur la COVID-19;Subventions;QUACH-THANH, Caroline;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;6700000;Internal collaboration;91;CIHR12321;UI;CIHR;Industry Partnered Collaborative Research;Bourses de recherche - C (PhD)
CIHR80693;INCONNU_2122;Reducing Maternal Perinatal Mental Health Problems in Times of Service Shortage: A web and telephone-based Intervention;CIHR;2021-2022;2021;2414;O. Gr.: Addr. the Health Impacts of COVID-19 - Imp. of def/disp care on health;Grant Awards;Subv. de Fon: Étude réper. glob. de COVID sur santé - Conséq report/dép de santé;Subventions;CÔTÉ, Sylvana;Internal collaboration;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;534018;Internal collaboration;11;CIHR1253;BSA;CIHR;Behavioural Sciences - A: (Behavioural Studies in Animal Models);Programme de subvention aux équipes en voie de formation - B
CIHR80928;INCONNU_2122;The CAnadian Mother-ChIld COLlaborative Training Platform - The CAMCCO-L Training Platform - SPOR Supplement;CIHR;2021-2022;2022;584;Patient Engagement Enhancement;Grant Awards;Favoriser la participation des patients;Subventions;BÉRARD, Anick;Without Collaborator;0;2225;Université de Montréal;Hôpital Sainte-Justine;Universities;Universités;Quebec;Québec;147000;Without Collaborator;0;CIHR11050;CSB;CIHR;Cardiovascular System - B;"Subventions des programmes de formation d'IRSC ""A"""
CIHR74636;Institute of Aging;Exploring the effects of sedentary behaviour and physical activity on healthy ageing through an individual patient data meta-analysis: Harmonization of international longitudinal studies;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Stojanovic, Jovana;Without Collaborator;0;2224;Université de Montréal;Hôpital du Sacré-Coeur de Montréal;Universities;Universités;Quebec;Québec;1000;Without Collaborator;0;CIHR11847;CA;CIHR;Cancer - A;Cas spéciaux
CIHR72799;Institute of Aging;Promotion of cognitive health in older people from the perspective of the theory of salutogenesis: a review of literature;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Bodryzlova, Yuliya;Without Collaborator;0;2224;Université de Montréal;Hôpital du Sacré-Coeur de Montréal;Universities;Universités;Quebec;Québec;1000;Without Collaborator;0;CIHR11899;BSC;CIHR;Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition;Biochimie et biologie moléculaire - B
CIHR72758;Institute of Cancer Research;Analyse épigénomique intégrative pour identifier les biomarqueurs potentiels de la leucémie aiguë causée par la fusion MLL-AF9;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Milan, Thomas;Without Collaborator;0;103682;Université de Montréal;Institute for Research in Immun & Cancer/CECR in Therapeutics Discovery;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11817;BSB;CIHR;Behavioural Sciences - B: Clinical Behavioural Sciences;Bourses de recherche au doctorat A
CIHR72686;Institute of Cancer Research;Exploring the role of the KDM4A Jumonji-C demethylase in pediatric acute myeloid leukemia;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Sawchyn, Christina;Without Collaborator;0;113633;Université de Montréal;Centre de recherche Guy-Bernier (Montréal);Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11794;BSA;CIHR;Behavioural Sciences - A: (Behavioural Studies in Animal Models);Sciences du comportement - B
CIHR72739;Institute of Cancer Research;Identification of endogenous retroelements-derived MHC I-associated peptides in ovarian cancer using proteogenomics;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Larouche, Jean-David;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;1050;Without Collaborator;0;CIHR11827;CSA;CIHR;Cardiovascular System - A;Sciences pharmaceutiques
CIHR72749;Institute of Cancer Research;Identification of key factors mediating the tumor suppressor properties of the RAS/MAPK pathway during the commitment of cells towards cellular senescence;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Lopes Paciencia, Stéphane;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11809;CI;CIHR;Clinical Investigation;Recherche en collaboration avec l'industrie
CIHR74716;Institute of Cancer Research;Predictive Treatment Response Models for Epithelial Ovarian Cancer: Comparison between 2D, 3D, and in vivo Models;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Brodeur, Melica Nourmoussavi;Without Collaborator;0;100064;Université de Montréal;Institut du cancer de Montréal;Universities;Universités;Quebec;Québec;1010;Without Collaborator;0;CIHR11817;BSB;CIHR;Behavioural Sciences - B: Clinical Behavioural Sciences;Bourses de recherche au doctorat B
CIHR74720;Institute of Circulatory and Respiratory Health;Asthma medication use during pregnancy: Does timing of asthma diagnosis matter?;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Issa, Simone;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;1000;Without Collaborator;0;CIHR11860;HIP;CIHR;Health Information and Promotion Research;Appui salarial de recherche en santé B
CIHR72757;Institute of Circulatory and Respiratory Health;Expression of the pan-neurotrophic receptor p75NTR in platelets;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Fleury, Samuel;Without Collaborator;0;2226;Université de Montréal;Institut de cardiologie de Montréal;Universities;Universités;Quebec;Québec;1000;Without Collaborator;0;CIHR11899;BSC;CIHR;Behavioural Sciences - C: Behavioural Studies and Neural Imaging;Cas spéciaux
CIHR72725;Institute of Circulatory and Respiratory Health;Platelets express a truncated form of TrkB involved in BDNF signalling;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Boukhatem, Imane;Without Collaborator;0;2226;Université de Montréal;Institut de cardiologie de Montréal;Universities;Universités;Quebec;Québec;1000;Without Collaborator;0;CIHR11892;BSB;CIHR;Behavioural Sciences - B: Clinical Behavioural Sciences;Programme de démonstration des principes
CIHR72810;Institute of Circulatory and Respiratory Health;Predominant role of microvascular over tubular injury as driver of progressive renal damage and fibrosis post-ischemia reperfusion injury;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Lan, Shanshan;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;1000;Without Collaborator;0;CIHR1191;PT;CIHR;Pharmacology & Toxicology;Éthique, droit et sciences humaines appliqués à la santé
CIHR72702;Institute of Health Services and Policy Research;Efficacy of serious games and influence of design elements in healthcare education.;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Maheu-Cadotte, Marc-André;Without Collaborator;0;2226;Université de Montréal;Institut de cardiologie de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR1180;IT;CIHR;Immunology and Transplantation;Génétique
CIHR72680;Institute of Health Services and Policy Research;Impact of drug insurance type (private/public) on the cost of drugs of Quebecers.;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Chamoun, Michel;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11785;CSC;CIHR;Cardiovascular System - C: Vascular System;Immunologie et transplantation
CIHR74677;Institute of Health Services and Policy Research;Implementing an Artificial Intelligence-based decision support system in emergency care: A qualitative study of physician technology adoption;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Petitgand, Cécile;Without Collaborator;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11776;IT;CIHR;Immunology and Transplantation;Programme de subventions aux équipes en voie de formation - A
CIHR72744;Institute of Health Services and Policy Research;La santé en fin de vie : Théoriser les pratiques par l'approche des capabilités;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Leclerc-Loiselle, Jérôme;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11804;G;CIHR;Genetics;Cas spéciaux
CIHR74719;Institute of Health Services and Policy Research;Preliminary Results of a Cost-Utility Analysis of a Fracture Liaison Service based on Health Services Indicators;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Senay, Andréa;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11783;BSC;CIHR;Behavioural Sciences - C: Behavioural Studies and Neural Imaging;Institut de la santé des femmes et des hommes
CIHR72732;Institute of Health Services and Policy Research;Rationale, mechanisms of action, and behaviour change techniques of the E_MOTIV intervention: A web-based, adaptive e-learning environment to support the implementation of behaviour change counseling in nurses' practice;CIHR;2019-2020;2019;1153;Travel Awards - Institute Community Support;Grant Awards;Bourses de voyage – Appui communautaire des Instituts;Subventions;Fontaine, Guillaume;Without Collaborator;0;2226;Université de Montréal;Institut de cardiologie de Montréal;Universities;Universités;Quebec;Québec;1500;Without Collaborator;0;CIHR11803;CI;CIHR;Clinical Investigation;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
