ProjectID;ProjectComitteeE;ProjectTitle;Agency;FiscalYear;CompetitionYear;ProgramID;Program;ProgramType;ProgramF;ProgramTypeF;PrincipalInvestigator;InterUnivColl;NofOrganization;OrganizationID;Affiliation;Organization;OrganizationGroup;OrganizationGroupF;Province;FProvince;Payment;InterUnivCollF;NofCollaborators;ID_Projet;Code_Comite;Code_Agence;Comite;FComite
SSHRC523683;Partnership Development Grants;Towards a psychological first aid-based proactive program to mitigate posttraumatic stress injuries among police officers and public safety communicators: a partnered implementation study with Quebec provincial police;SSHRC;2023-2024;2023;2916;Partnership Development Grants;Grant Awards;Subventions de développement de partenariat;Subventions;Geoffrion, Steve;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;64928;Not available;6;CIHR1359;HSR;CIHR;Health Services Evaluation & Interventions Research - A;Appareil respiratoire
SSHRC514077;Partnership Development Grants;Victims, Law and Justice:  A Partnership approach to Transformative Justice;SSHRC;2023-2024;2022;2916;Partnership Development Grants;Grant Awards;Subventions de développement de partenariat;Subventions;Wemmers, Jo-Anne;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;76127;Without Collaborator;0;CIHR11;***;CIHR;Cas spéciaux;Sciences du comportement - B
SSHRC525327;Partnership Development Grants;What Can Unions Do About Climate Change? Union Strategies for a Just Transition;SSHRC;2023-2024;2023;2916;Partnership Development Grants;Grant Awards;Subventions de développement de partenariat;Subventions;Murray, Gregor;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;59660;Not available;4;CIHR12968;***;CIHR;Cas spéciaux;Bourses de recherche au doctorat - A
SSHRC490830;Partnership Engage Grants (PEG) COVID-19 Special Initiative 1A;« COVID-19 » Migration en ligne et évaluation des impacts d'un programme de groupes de codéveloppement professionnel dans la fonction publique québécoise;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Paquet, Maxime;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;24945;Not available;2;CIHR12113;*A*;CIHR;Special Cases - Awards Programs;Bourses de recherche au doctorat A
SSHRC490848;Partnership Engage Grants (PEG) COVID-19 Special Initiative 1A;COVID-19 Virage numérique : pratiques inclusives et adaptées aux jeunes en santé mentale;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Rodriguez, Lourdes;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;25000;Not available;4;CIHR12423;***;CIHR;Special Cases;Bourses de recherche au doctorat A
SSHRC490775;Partnership Engage Grants (PEG) COVID-19 Special Initiative 1B;Formation par concordance (FpC) et communauté de pratique : Former en ligne en contexte de COVID 19;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Fernandez, Nicolas;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;24981;Not available;2;CIHR1211;MME;CIHR;Multi-user Equipment and Maintenance;Bourses de recherche au doctorat A
SSHRC490646;Partnership Engage Grants (PEG) COVID-19 Special Initiative 1B;Le rôle policier au Québec lors d'une crise sanitaire;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Boivin, Rémi;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;22834;Not available;2;CIHR12106;HPA;CIHR;Health Professional Awards - New Investigators;Appareil cardiovasculaire - C
SSHRC491469;Partnership Engage Grants (PEG) COVID-19 Special Initiative 2B;COVID-19: Preserving young children's socio-emotional development and well-being by supporting parenting quality;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;JOUSSEMET, Mireille;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;24966;Not available;1;CIHR11576;***;CIHR;Special Cases;Sciences du comportement - C
SSHRC491502;Partnership Engage Grants (PEG) COVID-19 Special Initiative 2D;COVIDART: Partnerships for Mobilizing Youth Knowledge about the Pandemic through the Arts;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Frohlich, Katherine L.;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;24995;Not available;4;CIHR12431;HTA;CIHR;Health Research Training A – Post-PhD (HTA);Nouveaux chercheurs A
SSHRC491367;Partnership Engage Grants (PEG) COVID-19 Special Initiative 2D;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Lacerda, Adriana;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;25000;Not available;1;CIHR11688;UI;CIHR;Industry Partnered Collaborative Research;Appareil cardiovasculaire - B
SSHRC496700;Partnership Grants - Stage 2;cinEXmedia: Ensuring Well-Being in the Screen Age. A Partnership Supporting the Inclusive Use of Cinematic Experiences in Health, Education, and Society;SSHRC;2021-2022;2021;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;19965;Not available;24;CIHR12130;*A*;CIHR;Special Cases - Awards Programs;Appareil cardiovasculaire - C
SSHRC504384;Partnership Grants - Stage 2;cinEXmedia: Ensuring Well-Being in the Screen Age. A Partnership Supporting the Inclusive Use of Cinematic Experiences in Health, Education, and Society;SSHRC;2023-2024;2022;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;348812;Not available;25;CIHR12137;*A*;CIHR;Special Cases - Awards Programs;Appareil cardiovasculaire - C
SSHRC494206;Partnership Grants - Stage 2;Des nouveaux usages des collections dans les musées d'art;SSHRC;2022-2023;2021;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;353050;Not available;21;CIHR13637;UI;CIHR;Industry Partnered Collaborative Research;Système cardiovasculaire - B: Coeur et Circulation
SSHRC487379;Partnership Grants - Stage 2;Des nouveaux usages des collections dans les musées d'art;SSHRC;2020-2021;2020;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;20000;Not available;17;CIHR12162;DRA;CIHR;Doctoral Research Awards A;Cas spéciaux
SSHRC483166;Partnership Grants - Stage 2;Observatoire des profilages;SSHRC;2020-2021;2020;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;404240;Not available;37;CIHR13609;***;CIHR;Cas spéciaux;Sciences du comportement - B
SSHRC475786;Partnership Grants - Stage 2;Observatoire des profilages;SSHRC;2019-2020;2019;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;19580;Not available;34;CIHR12162;DRA;CIHR;Doctoral Research Awards - A;Recherche en collaboration avec l'industrie
SSHRC504560;Partnership Grants - Stage 2;Quality in Canada's Built Environment: Roadmaps to Equity, Social Value and Sustainability;SSHRC;2023-2024;2022;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;499583;Not available;69;CIHR12143;UI;CIHR;Industry Partnered Collaborative Research;Biochimie et biologie moléculaire - A
SSHRC494174;Partnership Grants - Stage 2;The Human-Centric Cybersecurity Partnership;SSHRC;2022-2023;2021;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;499288;Not available;47;CIHR13624;***;CIHR;Cas spéciaux;Cas spéciaux
SSHRC487405;Partnership Grants - Stage 2;The Human-Centric Cybersecurity Partnership;SSHRC;2020-2021;2020;2918;Partnership Grants;Grant Awards;Subventions de partenariat;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;20000;Not available;29;CIHR12165;***;CIHR;Special Cases;Recherche sur l'information et la promotion sanitaires
SSHRC9995624;Philosophy, medieval studies, classics, religious;Critical Edition, Translation and Study of Isaac ibn Latif's Commentary on Ecclesiastes (ca. 1240);SSHRC;2019-2020;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Gonzalez Dieguez, Guadalupe;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;25897;Without Collaborator;0;CIHR1102;BSA;CIHR;Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes;Cancer - A
SSHRC9994368;Philosophy, medieval studies, classics, religious;Dans l'intérêt du patient : la relation thérapeutique au sein de la Collection hippocratique;SSHRC;2022-2023;2022;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Monteils-Laeng, Laetitia;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;20451;Without Collaborator;0;CIHR10954;IT;CIHR;Immunology and Transplantation;Sciences du comportement - A
SSHRC9993852;Philosophy, medieval studies, classics, religious;Des personnes comme les autres. Éthique et politique de la vieillesse.;SSHRC;2022-2023;2022;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Nadeau, Christian;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;19592;Without Collaborator;0;CIHR10850;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;"Subventions des programmes de formation d'IRSC ""B"""
SSHRC9991733;Philosophy, medieval studies, classics, religious;"Le ""patient expert"": enjeux épistémiques et normatifs";SSHRC;2021-2022;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Bandini, Aude;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;10310;Without Collaborator;0;CIHR11006;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Cas spéciaux
SSHRC9994782;Philosophy, medieval studies, classics, religious;Tenrikyo and the Rise and Fall of New Religions in Japan;SSHRC;2022-2023;2022;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Lyons, Adam;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;25100;Without Collaborator;0;CIHR11;***;CIHR;Special Cases;Initiative stratégique de l'Institut de la santé des Autochtones
SSHRC9995739;Philosophy, medieval studies, classics, religious;Une deuxième peau à vif: vêtement, genre et violence dans la Bible hébraïque;SSHRC;2019-2020;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Létourneau, Anne;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;14513;Without Collaborator;0;CIHR11064;PUB;CIHR;Public, Community and Population Health - B;Cas spéciaux
SSHRC9993020;Philosophy, medieval studies, classics, religious;What Do Deep Learning Systems Understand?;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Simon, Jonathan;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;21584;Without Collaborator;0;CIHR10807;CA;CIHR;Cancer - A;Bourses de recherche au doctorat - B
SSHRC501727;"Philosophy; History; Medieval Studies; Religious Studies; Classical Studies; Canadian Studies; Women and Gender Studies; Cultural studies


";Canadian Journal of Bioethics / Revue Canadienne de Bioéthique;SSHRC;2022-2023;2021;2822;Aid to Scholarly Journals;Grant Awards;Aide aux revues savantes;Subventions;Canadian Journal of Bioethics;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;34400;Not available;1;CIHR12554;SGE;CIHR;CIHR Institute of Genetics Short-Term Exchange Grants;Programme de subvention aux équipes en voie de formation - B
SSHRC501818;"Philosophy; History; Medieval Studies; Religious Studies; Classical Studies; Canadian Studies; Women and Gender Studies; Cultural studies


";Philosophiques;SSHRC;2022-2023;2021;2822;Aid to Scholarly Journals;Grant Awards;Aide aux revues savantes;Subventions;Philosophiques;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;32050;Not available;1;CIHR12576;SDA;CIHR;Social Dimensions in Aging;Endocrinologie
SSHRC9993080;Political science and public administration;Is quantitative research in political science credible?;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Arel-Bundock, Vincent;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;16447;Not available;1;CIHR12528;DRA;CIHR;Doctoral Research Awards A;Appareil cardiovasculaire - A
SSHRC9992685;Political science and public administration;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Hamila, Ahmed;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;37080;Not available;1;CIHR1249;BSA;CIHR;Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes;Bourses de recherche au doctorat - A
SSHRC9994402;Political science and public administration;L'activisme des minorités dans les États de facto: un champ géopolitique relationnel à quatre;SSHRC;2022-2023;2022;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Dembinska, Magdalena;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;47332;Without Collaborator;0;CIHR10922;CSB;CIHR;Cardiovascular System - B: Heart and Circulation;Bourses de recherche - B
SSHRC9994302;Political science and public administration;Les faiseurs de marché : le travail politique dans le champ de la politique numérique en Europe;SSHRC;2022-2023;2022;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Merand, Frédéric;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;30230;Not available;1;CIHR11746;IT;CIHR;Immunology and Transplantation;Nouveaux chercheurs B
SSHRC9992463;Political science and public administration;Les priorités des citoyens quant aux politiques de santé et à l'État-providence;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Jacques, Olivier;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;38610;Without Collaborator;0;CIHR11073;*A*;CIHR;Special Cases - Awards Programs;Cancer - B
SSHRC9992954;Political science and public administration;Penser la citoyenneté vécue des femmes dans les pratiques participatives du care au quotidien en Amérique latine : Le cas des cuisines communautaires de la ville de Mexico;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Montambeault, Françoise;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;24848;Not available;1;CIHR12521;***;CIHR;Cas spéciaux;Cas spéciaux
SSHRC9992140;Political science and public administration;Vers une méthode d'analyse empirique du débat public, une étude des pétitions dans la Russie de Poutine;SSHRC;2022-2023;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Grégoire-Sauvé, Guillaume;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;20551;Without Collaborator;0;CIHR11019;HSR;CIHR;Health Services Evaluation & Interventions Research - A;Cas spéciaux
SSHRC9992689;Political science and public administration;Voters' Identities in their Own Words;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Dassonneville, Ruth;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;36793;Without Collaborator;0;CIHR1108;CA;CIHR;Cancer - A;Bourses de recherche au doctorat - A
SSHRC9994249;"Political science and public administration

";La médiatisation de l'opinion publique au Canada;SSHRC;2021-2022;2020;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Bastien, Frédérick;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;31382;Without Collaborator;0;CIHR10903;PSD;CIHR;Psychosocial, Sociocultural and Behavioural Determinants of Health - B;Appareils à util. multiples et entretien
SSHRC507875;Presidential Fund for Innovation and Development;Mobilisations collectives et démocratisation en Afrique;SSHRC;2021-2022;2021;2789;Presidential Fund for Innovation and Development;Grant Awards;Fonds présidentiel pour l innovation et le développement;Subventions;Université de Montréal;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;7000;Not available;1;CIHR11661;*A*;CIHR;Special Cases - Awards Programs;Bourses de recherche au doctorat - A
SSHRC9995587;Psychology;Children with sexual behaviour problems: Do specialized services influence their trajectory within child protection services?;SSHRC;2019-2020;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Daignault, Isabelle;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;34407;Not available;2;CIHR12218;***;CIHR;Special Cases;Bourses de recherche au doctorat - A
SSHRC9995465;Psychology;Entre pressions socioculturelles et insatisfaction à l'égard de l'image corporelle : le rôle médiateur de caractéristiques personnelles chez les adolescents et jeunes hommes.;SSHRC;2020-2021;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Meilleur, Dominique;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;25665;Not available;1;CIHR123;BSB;CIHR;Behavioural Sciences - B: Clinical Behavioural Sciences;Bourses de recherche au doctorat A
SSHRC9995687;Psychology;Faire du virtuel une réalité : l'exploration de l'utilité d'agents virtuels autonomes en contexte de formation à l'évaluation des jeunes contrevenants;SSHRC;2019-2020;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Guay, Jean-Pierre;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;43864;Not available;2;CIHR12231;NTA;CIHR;New Emerging Team Grant Program - A;Sciences du comportement - A
SSHRC9995623;Psychology;Parenting dimensions' influence on the psychosocial adaptation of preschoolers with language deficits;SSHRC;2021-2022;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Béliveau, Marie-Julie;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;25800;Not available;3;CIHR11899;BSC;CIHR;Behavioural Sciences - C;Immunologie et transplantation
SSHRC9995810;Psychology;Promoting reconciliation: Non-Indigenous Canadians reactions to the Indian Residential School Legacy;SSHRC;2019-2020;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Wemmers, Jo-Anne;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;44587;Not available;1;CIHR12335;DRA;CIHR;Doctoral Research Awards A;Cas speciaux - programmes de bourses
SSHRC9992360;Psychology, linguistics and translation;Developing an initial understanding of the factors involved in psychological readiness to return to sport following a concussion;SSHRC;2022-2023;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Caron, Jeffrey;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;28468;Without Collaborator;0;CIHR1106;BSB;CIHR;Behavioural Sciences - B: Clinical Behavioural Sciences;Génétique
SSHRC9994080;Psychology, linguistics and translation;Et si on revenait à l'étude des comportements de leadership : le rôle du style parental et de la motivation comme prédicteurs des comportements de partage de ressources d'élèves officiers;SSHRC;2022-2023;2022;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Grenier, Simon;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;27465;Not available;1;CIHR11742;CSC;CIHR;Cardiovascular System - C: Vascular System;Génie biomédical
SSHRC9992112;Psychology, linguistics and translation;Harnessing Twitter for morphophonological variation;SSHRC;2022-2023;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Dow, Michael;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;34276;Not available;2;CIHR12329;APH;CIHR;Institute of Aboriginal Peoples' Health Strategic Initiatives;Évaluation des besoins, des lacunes et des opportunités (EBLO)
SSHRC9992271;Psychology, linguistics and translation;Mentalisation parentale non verbale sous la loupe : Valeur ajoutée à la relation parent-enfant et complémentarité avec la mentalisation parentale verbale;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Gagné, Karine;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;53121;Not available;2;CIHR12035;HTB;CIHR;Health Research Training B - HP;Neurosciences cliniques et des systèmes - A
SSHRC9994900;Psychology, linguistics and translation;Réfléchir et agir dans l'urgence : l'influence des éléments contextuels sur le processus de jugement et de décision d'infirmier(ère)s;SSHRC;2023-2024;2022;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Lavoie, Patrick;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;35323;Not available;3;CIHR12028;HTB;CIHR;Health Research Training B - HP;Génie biomédical
SSHRC9994304;Psychology, linguistics and translation;Towards a multi-trajectory understanding of intimate partner homicide;SSHRC;2022-2023;2022;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Higgs, Tamsin;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;36866;Not available;6;CIHR12525;***;CIHR;Special Cases;Cas spéciaux
SSHRC9992818;Psychology, linguistics and translation;Uauitamutau assi. Terminologie de l'environnement en langue innue (innu-aimun);SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;L'Homme, Marie-Claude;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;31500;Not available;1;CIHR12498;HIP;CIHR;Health Information and Promotion Research;Bourses de recherche - B
SSHRC9994471;"Psychology, linguistics and translation



";Fighting over text: The role of digital technologies in couple conflicts;SSHRC;2020-2021;2020;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Daspe, Marie-Eve;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;34308;Not available;1;CIHR12395;HPA;CIHR;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs;Cas spéciaux
SSHRC9992044;Sociology, demography and related fields;Entre responsabilité professionnelle et devoir de prendre soin de soi - Mieux comprendre la multiplicité des expériences entourant le processus d'arrêt de travail et de retour à l'emploi chez les travailleuses de la santé et des services sociaux;SSHRC;2021-2022;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Giguère, Nadia;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;31927;Without Collaborator;0;CIHR11007;PSB;CIHR;Psychosocial, Sociocultural & Behavioural Determinants of Health - A;Médecine expérimentale
SSHRC9992096;Sociology, demography and related fields;Men's migration, social support, and women's health and well-being in three diverse contexts;SSHRC;2022-2023;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Chae, Sophia;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;16439;Without Collaborator;0;CIHR11013;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Cas speciaux - programmes de bourses
SSHRC497225;SSHRC Impact Prizes - Gold Medal - Talent Award - Insight Award - Connection Award - Partnership Award;Impact Award:  Insight;SSHRC;2021-2022;2021;2851;Insight Award;Grant Awards;Prix Savoir;Subventions;Blais, André;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;50000;Without Collaborator;0;CIHR11018;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Sciences du comportement - B
SSHRC9992734;Tri-Agency Interdisciplinary Peer Review Committee;Social hierarchies and the non-verbal communication of pain;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;RAINVILLE, Pierre;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;34736;Not available;1;CIHR12496;DRA;CIHR;Doctoral Research Awards A;Santé publique, santé communautaire et santé de la population - B
SSHRC9992269;Tri-Agency Interdisciplinary Peer Review Committee;Sociocultural Foodomics of Heritage Preserved Salmon;SSHRC;2023-2024;2023;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Orkin, Joseph;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;53786;Not available;1;CIHR12468;PPP;CIHR;Proof of Principle;Virologie et pathogenèse virale
SSHRC496454;Unknown;Abordabilité intégrée: état des connaissances sur les interactions entre coûts d'habitation et de transport;SSHRC;2020-2021;2020;2909;Knowledge Synthesis Grants;Grant Awards;Subventions de synthèse des connaissances;Subventions;Morency, Catherine;Not available;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;30000;Not available;1;CIHR11712;GRP;CIHR;GROUPS;Cas spéciaux
SSHRC496414;Unknown;Accelerating sustainable mobility in Canada via the innovation commons: transportation hubs as loci of multi-layer ecosystems of innovation;SSHRC;2020-2021;2020;2909;Knowledge Synthesis Grants;Grant Awards;Subventions de synthèse des connaissances;Subventions;Simon, Laurent;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;30000;Not available;1;CIHR11710;GRP;CIHR;GROUPS;Médecine expérimentale
SSHRC9990657;Unknown;Agrégateur numérique de paysages urbains;SSHRC;2021-2022;2021;2950;New Frontiers in Research Fund - Rapid Response;Grant Awards;Fonds nouvelles frontières en recherche - Intervention rapide;Subventions;Koseki, Shin;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;231746;Without Collaborator;0;CIHR10950;HPM;CIHR;Health Policy & Systems Management Research;Cas speciaux - programmes de bourses
SSHRC9994666;Unknown;Alliance de recherche et d'action Alternatives inclusives en Santé mentale;SSHRC;2023-2024;2021;2769;Race  Gender and Diversity - Joint Initiative;Grant Awards;Race  Genre et diversité - Initiative conjointe;Subventions;Rodriguez del Barrio, Lourdes;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;290000;Not available;14;CIHR12582;BCA;CIHR;Biological and Clinical Aspects of Aging;Sciences du comportement - A: Fondements neurobiologiques des processus comportementaux
SSHRC9994235;Unknown;An Ecology of Wood Cultures in Canada (2003-2020): comparing constructive cultures through awarded architectural designs;SSHRC;2021-2022;2020;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Amaral, Izabel;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;39279;Not available;2;CIHR12125;*A*;CIHR;Special Cases - Awards Programs;Bourses de recherche au doctorat A
SSHRC467250;Unknown;Applications of machine learning in finance and economics;SSHRC;2022-2023;2019;2791;Insight Grants;Grant Awards;Subventions Savoir;Subventions;Dionne, Georges;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;44595;Without Collaborator;0;CIHR11458;DRB;CIHR;Doctoral Research Awards B;Bourses de recherche au doctorat B
