single_encoder,code_d,code_g,code_c,code_sc,division,group,class,subclass
RDF50602,RDF50,RDF506,RDF50602,,Social sciences,Political science and policy administration,Policy and policy administration,
RDF5060201,RDF50,RDF506,RDF50602,RDF5060201,Social sciences,Political science and policy administration,Policy and policy administration,Indigenous policy and policy administration
RDF5060202,RDF50,RDF506,RDF50602,RDF5060202,Social sciences,Political science and policy administration,Policy and policy administration,Studies related to the Truth and Reconciliation Commission of Canada
RDF5060203,RDF50,RDF506,RDF50602,RDF5060203,Social sciences,Political science and policy administration,Policy and policy administration,Arts and cultural policy
RDF5060204,RDF50,RDF506,RDF50602,RDF5060204,Social sciences,Political science and policy administration,Policy and policy administration,Communication and media policy
RDF5060205,RDF50,RDF506,RDF50602,RDF5060205,Social sciences,Political science and policy administration,Policy and policy administration,Crime policy
RDF5060206,RDF50,RDF506,RDF50602,RDF5060206,Social sciences,Political science and policy administration,Policy and policy administration,Public security policy
RDF5060207,RDF50,RDF506,RDF50602,RDF5060207,Social sciences,Political science and policy administration,Policy and policy administration,Cybersecurity policy
RDF5060208,RDF50,RDF506,RDF50602,RDF5060208,Social sciences,Political science and policy administration,Policy and policy administration,Economic development policy
RDF5060209,RDF50,RDF506,RDF50602,RDF5060209,Social sciences,Political science and policy administration,Policy and policy administration,International cooperation and development policies
RDF5060210,RDF50,RDF506,RDF50602,RDF5060210,Social sciences,Political science and policy administration,Policy and policy administration,Ecological policy
RDF5060211,RDF50,RDF506,RDF50602,RDF5060211,Social sciences,Political science and policy administration,Policy and policy administration,Educational policy
RDF5060212,RDF50,RDF506,RDF50602,RDF5060212,Social sciences,Political science and policy administration,Policy and policy administration,Environmental policy
RDF5060213,RDF50,RDF506,RDF50602,RDF5060213,Social sciences,Political science and policy administration,Policy and policy administration,Health policy
RDF5060214,RDF50,RDF506,RDF50602,RDF5060214,Social sciences,Political science and policy administration,Policy and policy administration,Public administration
RDF5060215,RDF50,RDF506,RDF50602,RDF5060215,Social sciences,Political science and policy administration,Policy and policy administration,Public policy
RDF5060216,RDF50,RDF506,RDF50602,RDF5060216,Social sciences,Political science and policy administration,Policy and policy administration,"Research, science and technology policy"
RDF5060217,RDF50,RDF506,RDF50602,RDF5060217,Social sciences,Political science and policy administration,Policy and policy administration,Social policy
RDF5060218,RDF50,RDF506,RDF50602,RDF5060218,Social sciences,Political science and policy administration,Policy and policy administration,Tourism policy
RDF5060219,RDF50,RDF506,RDF50602,RDF5060219,Social sciences,Political science and policy administration,Policy and policy administration,Urban policy
RDF5060220,RDF50,RDF506,RDF50602,RDF5060220,Social sciences,Political science and policy administration,Policy and policy administration,Employment policy
RDF5060299,RDF50,RDF506,RDF50602,RDF5060299,Social sciences,Political science and policy administration,Policy and policy administration,"Policy and policy administration, n.e.c."
RDF507,RDF50,RDF507,,,Social sciences,Social and economic geography,,
RDF50701,RDF50,RDF507,RDF50701,,Social sciences,Social and economic geography,Human geography,
RDF5070101,RDF50,RDF507,RDF50701,RDF5070101,Social sciences,Social and economic geography,Human geography,Economic geography
RDF5070102,RDF50,RDF507,RDF50701,RDF5070102,Social sciences,Social and economic geography,Human geography,Development geography
RDF5070103,RDF50,RDF507,RDF50701,RDF5070103,Social sciences,Social and economic geography,Human geography,"Recreation, leisure and tourism geography"
RDF5070104,RDF50,RDF507,RDF50701,RDF5070104,Social sciences,Social and economic geography,Human geography,Social and cultural geography
RDF5070105,RDF50,RDF507,RDF50701,RDF5070105,Social sciences,Social and economic geography,Human geography,Population geography
RDF5070106,RDF50,RDF507,RDF50701,RDF5070106,Social sciences,Social and economic geography,Human geography,Health geography
RDF5070107,RDF50,RDF507,RDF50701,RDF5070107,Social sciences,Social and economic geography,Human geography,Political geography
RDF5070108,RDF50,RDF507,RDF50701,RDF5070108,Social sciences,Social and economic geography,Human geography,Transportation geography
RDF5070109,RDF50,RDF507,RDF50701,RDF5070109,Social sciences,Social and economic geography,Human geography,Regional geography
RDF5070110,RDF50,RDF507,RDF50701,RDF5070110,Social sciences,Social and economic geography,Human geography,Historical geography
RDF5070111,RDF50,RDF507,RDF50701,RDF5070111,Social sciences,Social and economic geography,Human geography,Environmental geography
RDF5070112,RDF50,RDF507,RDF50701,RDF5070112,Social sciences,Social and economic geography,Human geography,Behavioural geography
RDF5070199,RDF50,RDF507,RDF50701,RDF5070199,Social sciences,Social and economic geography,Human geography,"Human geography, n.e.c."
RDF50702,RDF50,RDF507,RDF50702,,Social sciences,Social and economic geography,Urban and regional planning,
RDF5070201,RDF50,RDF507,RDF50702,RDF5070201,Social sciences,Social and economic geography,Urban and regional planning,Community planning
RDF5070202,RDF50,RDF507,RDF50702,RDF5070202,Social sciences,Social and economic geography,Urban and regional planning,History and theory of the built environment (except architecture)
RDF5070203,RDF50,RDF507,RDF50702,RDF5070203,Social sciences,Social and economic geography,Urban and regional planning,Housing market development and management
RDF5070204,RDF50,RDF507,RDF50702,RDF5070204,Social sciences,Social and economic geography,Urban and regional planning,Land use and environmental planning
RDF5070205,RDF50,RDF507,RDF50702,RDF5070205,Social sciences,Social and economic geography,Urban and regional planning,Regional analysis and development
RDF5070206,RDF50,RDF507,RDF50702,RDF5070206,Social sciences,Social and economic geography,Urban and regional planning,Transport planning
RDF5070207,RDF50,RDF507,RDF50702,RDF5070207,Social sciences,Social and economic geography,Urban and regional planning,Urban analysis and development
RDF5070208,RDF50,RDF507,RDF50702,RDF5070208,Social sciences,Social and economic geography,Urban and regional planning,Urban design and studies
RDF5070209,RDF50,RDF507,RDF50702,RDF5070209,Social sciences,Social and economic geography,Urban and regional planning,Landscape studies (except architecture)
RDF5070210,RDF50,RDF507,RDF50702,RDF5070210,Social sciences,Social and economic geography,Urban and regional planning,Smart city design and development and related analysis
RDF5070299,RDF50,RDF507,RDF50702,RDF5070299,Social sciences,Social and economic geography,Urban and regional planning,"Urban and regional planning, n.e.c."
RDF50799,RDF50,RDF507,RDF50799,,Social sciences,Social and economic geography,Other social and human geography,
RDF5079999,RDF50,RDF507,RDF50799,RDF5079999,Social sciences,Social and economic geography,Other social and human geography,Other social and human geography
RDF508,RDF50,RDF508,,,Social sciences,Media and communications,,
RDF50801,RDF50,RDF508,RDF50801,,Social sciences,Media and communications,Communication and media studies,
RDF5080101,RDF50,RDF508,RDF50801,RDF5080101,Social sciences,Media and communications,Communication and media studies,General communication studies
RDF5080102,RDF50,RDF508,RDF50801,RDF5080102,Social sciences,Media and communications,Communication and media studies,Communication technology and digital media studies
RDF5080103,RDF50,RDF508,RDF50801,RDF5080103,Social sciences,Media and communications,Communication and media studies,International and development communication
RDF5080104,RDF50,RDF508,RDF50801,RDF5080104,Social sciences,Media and communications,Communication and media studies,Media studies (except social media and digital media)
RDF5080105,RDF50,RDF508,RDF50801,RDF5080105,Social sciences,Media and communications,Communication and media studies,"Organizational, interpersonal and intercultural communication"
RDF5080106,RDF50,RDF508,RDF50801,RDF5080106,Social sciences,Media and communications,Communication and media studies,Social media studies
RDF5080107,RDF50,RDF508,RDF50801,RDF5080107,Social sciences,Media and communications,Communication and media studies,Public relations studies
RDF5080108,RDF50,RDF508,RDF50801,RDF5080108,Social sciences,Media and communications,Communication and media studies,Political communication studies
RDF5080199,RDF50,RDF508,RDF50801,RDF5080199,Social sciences,Media and communications,Communication and media studies,"Communication and media studies, n.e.c."
RDF50802,RDF50,RDF508,RDF50802,,Social sciences,Media and communications,"Film, television and digital media",
RDF5080201,RDF50,RDF508,RDF50802,RDF5080201,Social sciences,Media and communications,"Film, television and digital media",Cinema studies
RDF5080202,RDF50,RDF508,RDF50802,RDF5080202,Social sciences,Media and communications,"Film, television and digital media",Television studies
RDF5080203,RDF50,RDF508,RDF50802,RDF5080203,Social sciences,Media and communications,"Film, television and digital media",Interactive media studies
RDF5080204,RDF50,RDF508,RDF50802,RDF5080204,Social sciences,Media and communications,"Film, television and digital media",Computer gaming and animation studies
RDF5080299,RDF50,RDF508,RDF50802,RDF5080299,Social sciences,Media and communications,"Film, television and digital media","Film, television and digital media, n.e.c."
RDF50803,RDF50,RDF508,RDF50803,,Social sciences,Media and communications,Journalism and professional writing,
RDF5080301,RDF50,RDF508,RDF50803,RDF5080301,Social sciences,Media and communications,Journalism and professional writing,Journalism studies
RDF5080302,RDF50,RDF508,RDF50803,RDF5080302,Social sciences,Media and communications,Journalism and professional writing,Rhetoric and writing studies
RDF5080303,RDF50,RDF508,RDF50803,RDF5080303,Social sciences,Media and communications,Journalism and professional writing,Professional writing
RDF5080304,RDF50,RDF508,RDF50803,RDF5080304,Social sciences,Media and communications,Journalism and professional writing,Technical writing
RDF5080399,RDF50,RDF508,RDF50803,RDF5080399,Social sciences,Media and communications,Journalism and professional writing,"Journalism and professional writing, n.e.c."
RDF50899,RDF50,RDF508,RDF50899,,Social sciences,Media and communications,Other media and communication,
RDF5089999,RDF50,RDF508,RDF50899,RDF5089999,Social sciences,Media and communications,Other media and communication,Other media and communication
RDF509,RDF50,RDF509,,,Social sciences,Other social sciences,,
RDF50901,RDF50,RDF509,RDF50901,,Social sciences,Other social sciences,Anthropology,
RDF5090101,RDF50,RDF509,RDF50901,RDF5090101,Social sciences,Other social sciences,Anthropology,Developmental anthropology
RDF5090102,RDF50,RDF509,RDF50901,RDF5090102,Social sciences,Other social sciences,Anthropology,Biological (physical) anthropology
RDF5090103,RDF50,RDF509,RDF50901,RDF5090103,Social sciences,Other social sciences,Anthropology,Linguistic anthropology
RDF5090104,RDF50,RDF509,RDF50901,RDF5090104,Social sciences,Other social sciences,Anthropology,Social and cultural anthropology
RDF5090105,RDF50,RDF509,RDF50901,RDF5090105,Social sciences,Other social sciences,Anthropology,Medical anthropology
RDF5090106,RDF50,RDF509,RDF50901,RDF5090106,Social sciences,Other social sciences,Anthropology,Anthropology of sex and gender
RDF5090199,RDF50,RDF509,RDF50901,RDF5090199,Social sciences,Other social sciences,Anthropology,"Anthropology, n.e.c."
RDF50902,RDF50,RDF509,RDF50902,,Social sciences,Other social sciences,Criminology,
RDF5090201,RDF50,RDF509,RDF50902,RDF5090201,Social sciences,Other social sciences,Criminology,Causes and prevention of crime
RDF5090202,RDF50,RDF509,RDF50902,RDF5090202,Social sciences,Other social sciences,Criminology,"Correctional theory, offender treatment and rehabilitation"
RDF5090203,RDF50,RDF509,RDF50902,RDF5090203,Social sciences,Other social sciences,Criminology,Courts and sentencing
RDF5090204,RDF50,RDF509,RDF50902,RDF5090204,Social sciences,Other social sciences,Criminology,Criminological theories
RDF5090205,RDF50,RDF509,RDF50902,RDF5090205,Social sciences,Other social sciences,Criminology,"Police administration, procedures and practice"
RDF5090206,RDF50,RDF509,RDF50902,RDF5090206,Social sciences,Other social sciences,Criminology,Private policing and security services
RDF5090207,RDF50,RDF509,RDF50902,RDF5090207,Social sciences,Other social sciences,Criminology,Juvenile delinquency
RDF5090208,RDF50,RDF509,RDF50902,RDF5090208,Social sciences,Other social sciences,Criminology,Cybercrime
RDF5090299,RDF50,RDF509,RDF50902,RDF5090299,Social sciences,Other social sciences,Criminology,"Criminology, n.e.c"
RDF50903,RDF50,RDF509,RDF50903,,Social sciences,Other social sciences,Demography,
RDF5090301,RDF50,RDF509,RDF50903,RDF5090301,Social sciences,Other social sciences,Demography,Family and household demographic studies
RDF5090302,RDF50,RDF509,RDF50903,RDF5090302,Social sciences,Other social sciences,Demography,Fertility
RDF5090303,RDF50,RDF509,RDF50903,RDF5090303,Social sciences,Other social sciences,Demography,Migration
RDF5090304,RDF50,RDF509,RDF50903,RDF5090304,Social sciences,Other social sciences,Demography,Mortality
RDF5090305,RDF50,RDF509,RDF50903,RDF5090305,Social sciences,Other social sciences,Demography,Population trends and policies
RDF5090399,RDF50,RDF509,RDF50903,RDF5090399,Social sciences,Other social sciences,Demography,"Demography, n.e.c."
RDF50904,RDF50,RDF509,RDF50904,,Social sciences,Other social sciences,Social work,
RDF5090401,RDF50,RDF509,RDF50904,RDF5090401,Social sciences,Other social sciences,Social work,Clinical social work practice
RDF5090402,RDF50,RDF509,RDF50904,RDF5090402,Social sciences,Other social sciences,Social work,"Counselling, welfare and community services"
RDF5090499,RDF50,RDF509,RDF50904,RDF5090499,Social sciences,Other social sciences,Social work,"Social work, n.e.c."
RDF50999,RDF50,RDF509,RDF50999,,Social sciences,Other social sciences,"Other social sciences, n.e.c.",
RDF5099901,RDF50,RDF509,RDF50999,RDF5099901,Social sciences,Other social sciences,"Other social sciences, n.e.c.",Sexology
RDF5099902,RDF50,RDF509,RDF50999,RDF5099902,Social sciences,Other social sciences,"Other social sciences, n.e.c.",Disability studies
RDF5099903,RDF50,RDF509,RDF50999,RDF5099903,Social sciences,Other social sciences,"Other social sciences, n.e.c.",Gender studies
RDF5099904,RDF50,RDF509,RDF50999,RDF5099904,Social sciences,Other social sciences,"Other social sciences, n.e.c.",Family social studies (except demographic aspects)
RDF5099999,RDF50,RDF509,RDF50999,RDF5099999,Social sciences,Other social sciences,"Other social sciences, n.e.c.","All other social sciences, n.e.c."
RDF60,RDF60,,,,Humanities and the arts,,,
RDF601,RDF60,RDF601,,,Humanities and the arts,"History, archaeology and related studies",,
RDF60101,RDF60,RDF601,RDF60101,,Humanities and the arts,"History, archaeology and related studies",Historical studies,
RDF6010101,RDF60,RDF601,RDF60101,RDF6010101,Humanities and the arts,"History, archaeology and related studies",Historical studies,Indigenous history
RDF6010102,RDF60,RDF601,RDF60101,RDF6010102,Humanities and the arts,"History, archaeology and related studies",Historical studies,Asian history
RDF6010103,RDF60,RDF601,RDF60101,RDF6010103,Humanities and the arts,"History, archaeology and related studies",Historical studies,Classical Greek and Ancient Rome history
RDF6010104,RDF60,RDF601,RDF60101,RDF6010104,Humanities and the arts,"History, archaeology and related studies",Historical studies,British history
RDF6010105,RDF60,RDF601,RDF60101,RDF6010105,Humanities and the arts,"History, archaeology and related studies",Historical studies,"European history (except British, classical Greek and Roman)"
RDF6010106,RDF60,RDF601,RDF60101,RDF6010106,Humanities and the arts,"History, archaeology and related studies",Historical studies,Latin American history
RDF6010107,RDF60,RDF601,RDF60101,RDF6010107,Humanities and the arts,"History, archaeology and related studies",Historical studies,Middle Eastern history
RDF6010108,RDF60,RDF601,RDF60101,RDF6010108,Humanities and the arts,"History, archaeology and related studies",Historical studies,African history
RDF6010109,RDF60,RDF601,RDF60101,RDF6010109,Humanities and the arts,"History, archaeology and related studies",Historical studies,American history
RDF6010110,RDF60,RDF601,RDF60101,RDF6010110,Humanities and the arts,"History, archaeology and related studies",Historical studies,Canadian history
RDF6010111,RDF60,RDF601,RDF60101,RDF6010111,Humanities and the arts,"History, archaeology and related studies",Historical studies,Medieval history
RDF6010112,RDF60,RDF601,RDF60101,RDF6010112,Humanities and the arts,"History, archaeology and related studies",Historical studies,History of medicine and health care
RDF6010113,RDF60,RDF601,RDF60101,RDF6010113,Humanities and the arts,"History, archaeology and related studies",Historical studies,History of sciences and technology (except medicine and health care)
RDF6010114,RDF60,RDF601,RDF60101,RDF6010114,Humanities and the arts,"History, archaeology and related studies",Historical studies,Book history (including print culture)
RDF6010199,RDF60,RDF601,RDF60101,RDF6010199,Humanities and the arts,"History, archaeology and related studies",Historical studies,"Historical studies, n.e.c."
RDF60102,RDF60,RDF601,RDF60102,,Humanities and the arts,"History, archaeology and related studies",Archaeology,
RDF6010201,RDF60,RDF601,RDF60102,RDF6010201,Humanities and the arts,"History, archaeology and related studies",Archaeology,Archaeometry
RDF6010202,RDF60,RDF601,RDF60102,RDF6010202,Humanities and the arts,"History, archaeology and related studies",Archaeology,Historical archaeology (including industrial archaeology)
RDF6010203,RDF60,RDF601,RDF60102,RDF6010203,Humanities and the arts,"History, archaeology and related studies",Archaeology,Prehistoric archaeology
RDF6010204,RDF60,RDF601,RDF60102,RDF6010204,Humanities and the arts,"History, archaeology and related studies",Archaeology,Underwater archaeology
RDF6010205,RDF60,RDF601,RDF60102,RDF6010205,Humanities and the arts,"History, archaeology and related studies",Archaeology,Classical archaeology
RDF6010206,RDF60,RDF601,RDF60102,RDF6010206,Humanities and the arts,"History, archaeology and related studies",Archaeology,Ethno-archaeology
RDF6010207,RDF60,RDF601,RDF60102,RDF6010207,Humanities and the arts,"History, archaeology and related studies",Archaeology,Bioarchaeology
RDF6010208,RDF60,RDF601,RDF60102,RDF6010208,Humanities and the arts,"History, archaeology and related studies",Archaeology,Archaeology of pre-literate societies
RDF6010209,RDF60,RDF601,RDF60102,RDF6010209,Humanities and the arts,"History, archaeology and related studies",Archaeology,Archaeological theory
RDF6010210,RDF60,RDF601,RDF60102,RDF6010210,Humanities and the arts,"History, archaeology and related studies",Archaeology,Paleolithic archaeology
RDF6010211,RDF60,RDF601,RDF60102,RDF6010211,Humanities and the arts,"History, archaeology and related studies",Archaeology,Mortuary archaeology
RDF6010299,RDF60,RDF601,RDF60102,RDF6010299,Humanities and the arts,"History, archaeology and related studies",Archaeology,"Archaeology, n.e.c."
RDF60103,RDF60,RDF601,RDF60103,,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,
RDF6010301,RDF60,RDF601,RDF60103,RDF6010301,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,Christianity studies (including biblical studies and church history)
RDF6010302,RDF60,RDF601,RDF60103,RDF6010302,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,Comparative religious studies
RDF6010303,RDF60,RDF601,RDF60103,RDF6010303,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,Religion and spirituality of Indigenous peoples
RDF6010304,RDF60,RDF601,RDF60103,RDF6010304,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,Islamic studies
RDF6010305,RDF60,RDF601,RDF60103,RDF6010305,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,Jewish studies
RDF6010306,RDF60,RDF601,RDF60103,RDF6010306,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,Religion and society
RDF6010307,RDF60,RDF601,RDF60103,RDF6010307,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,Eastern religions
RDF6010308,RDF60,RDF601,RDF60103,RDF6010308,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,Classical religion
RDF6010399,RDF60,RDF601,RDF60103,RDF6010399,Humanities and the arts,"History, archaeology and related studies",Religion and religious studies,"Religion and religious studies, n.e.c."
RDF60199,RDF60,RDF601,RDF60199,,Humanities and the arts,"History, archaeology and related studies",Other studies related to history and archaeology,
RDF6019999,RDF60,RDF601,RDF60199,RDF6019999,Humanities and the arts,"History, archaeology and related studies",Other studies related to history and archaeology,Other studies related to history and archaeology
RDF602,RDF60,RDF602,,,Humanities and the arts,Languages and literature,,
RDF60201,RDF60,RDF602,RDF60201,,Humanities and the arts,Languages and literature,Languages,
RDF6020101,RDF60,RDF602,RDF60201,RDF6020101,Humanities and the arts,Languages and literature,Languages,English language
RDF6020102,RDF60,RDF602,RDF60201,RDF6020102,Humanities and the arts,Languages and literature,Languages,French language
RDF6020103,RDF60,RDF602,RDF60201,RDF6020103,Humanities and the arts,Languages and literature,Languages,Spanish language
RDF6020104,RDF60,RDF602,RDF60201,RDF6020104,Humanities and the arts,Languages and literature,Languages,Chinese language
RDF6020105,RDF60,RDF602,RDF60201,RDF6020105,Humanities and the arts,Languages and literature,Languages,Arabic language
RDF6020106,RDF60,RDF602,RDF60201,RDF6020106,Humanities and the arts,Languages and literature,Languages,African languages
RDF6020107,RDF60,RDF602,RDF60201,RDF6020107,Humanities and the arts,Languages and literature,Languages,Oceania and Pacific island languages
RDF6020108,RDF60,RDF602,RDF60201,RDF6020108,Humanities and the arts,Languages and literature,Languages,North American Indigenous languages
RDF6020109,RDF60,RDF602,RDF60201,RDF6020109,Humanities and the arts,Languages and literature,Languages,Asian languages (except chinese language)
RDF6020110,RDF60,RDF602,RDF60201,RDF6020110,Humanities and the arts,Languages and literature,Languages,Other South and Central American languages
RDF6020111,RDF60,RDF602,RDF60201,RDF6020111,Humanities and the arts,Languages and literature,Languages,Other European languages
RDF6020112,RDF60,RDF602,RDF60201,RDF6020112,Humanities and the arts,Languages and literature,Languages,Comparative language studies
RDF6020113,RDF60,RDF602,RDF60201,RDF6020113,Humanities and the arts,Languages and literature,Languages,Bilingualism and second language learning
RDF6020199,RDF60,RDF602,RDF60201,RDF6020199,Humanities and the arts,Languages and literature,Languages,"Languages, n.e.c."
RDF60202,RDF60,RDF602,RDF60202,,Humanities and the arts,Languages and literature,Linguistics,
RDF6020201,RDF60,RDF602,RDF60202,RDF6020201,Humanities and the arts,Languages and literature,Linguistics,Classical linguistics
RDF6020202,RDF60,RDF602,RDF60202,RDF6020202,Humanities and the arts,Languages and literature,Linguistics,Computational linguistics
RDF6020203,RDF60,RDF602,RDF60202,RDF6020203,Humanities and the arts,Languages and literature,Linguistics,Discourse and pragmatics
RDF6020204,RDF60,RDF602,RDF60202,RDF6020204,Humanities and the arts,Languages and literature,Linguistics,Phonetics and speech sciences
RDF6020205,RDF60,RDF602,RDF60202,RDF6020205,Humanities and the arts,Languages and literature,Linguistics,Sociolinguistics
RDF6020206,RDF60,RDF602,RDF60202,RDF6020206,Humanities and the arts,Languages and literature,Linguistics,"Historical linguistics, diachronics, and dialectology"
RDF6020207,RDF60,RDF602,RDF60202,RDF6020207,Humanities and the arts,Languages and literature,Linguistics,Lexicography
RDF6020208,RDF60,RDF602,RDF60202,RDF6020208,Humanities and the arts,Languages and literature,Linguistics,"Linguistic structures (including grammar, phonology, lexicon and semantics)"
RDF6020209,RDF60,RDF602,RDF60202,RDF6020209,Humanities and the arts,Languages and literature,Linguistics,Lexicology (including onomastics)
RDF6020210,RDF60,RDF602,RDF60202,RDF6020210,Humanities and the arts,Languages and literature,Linguistics,Comparative linguistics
RDF6020299,RDF60,RDF602,RDF60202,RDF6020299,Humanities and the arts,Languages and literature,Linguistics,"Linguistics, n.e.c."
RDF60203,RDF60,RDF602,RDF60203,,Humanities and the arts,Languages and literature,Literature and literary studies,
RDF6020301,RDF60,RDF602,RDF60203,RDF6020301,Humanities and the arts,Languages and literature,Literature and literary studies,Canadian literatures in English
RDF6020302,RDF60,RDF602,RDF60203,RDF6020302,Humanities and the arts,Languages and literature,Literature and literary studies,Quebec literatures
RDF6020303,RDF60,RDF602,RDF60203,RDF6020303,Humanities and the arts,Languages and literature,Literature and literary studies,Indigenous literatures
RDF6020304,RDF60,RDF602,RDF60203,RDF6020304,Humanities and the arts,Languages and literature,Literature and literary studies,Literatures in French outside Quebec
RDF6020305,RDF60,RDF602,RDF60203,RDF6020305,Humanities and the arts,Languages and literature,Literature and literary studies,British literatures
RDF6020306,RDF60,RDF602,RDF60203,RDF6020306,Humanities and the arts,Languages and literature,Literature and literary studies,Greek and roman literatures
RDF6020307,RDF60,RDF602,RDF60203,RDF6020307,Humanities and the arts,Languages and literature,Literature and literary studies,Chinese literatures
RDF6020308,RDF60,RDF602,RDF60203,RDF6020308,Humanities and the arts,Languages and literature,Literature and literary studies,Arabic literatures
RDF6020309,RDF60,RDF602,RDF60203,RDF6020309,Humanities and the arts,Languages and literature,Literature and literary studies,African literatures
RDF6020310,RDF60,RDF602,RDF60203,RDF6020310,Humanities and the arts,Languages and literature,Literature and literary studies,Old English literatures
RDF6020311,RDF60,RDF602,RDF60203,RDF6020311,Humanities and the arts,Languages and literature,Literature and literary studies,Medieval Literatures
RDF6020312,RDF60,RDF602,RDF60203,RDF6020312,Humanities and the arts,Languages and literature,Literature and literary studies,Victorian literatures
RDF6020313,RDF60,RDF602,RDF60203,RDF6020313,Humanities and the arts,Languages and literature,Literature and literary studies,Twentieth-century British literatures
RDF6020314,RDF60,RDF602,RDF60203,RDF6020314,Humanities and the arts,Languages and literature,Literature and literary studies,Contemporary British literatures
RDF6020315,RDF60,RDF602,RDF60203,RDF6020315,Humanities and the arts,Languages and literature,Literature and literary studies,Irish literatures
RDF6020316,RDF60,RDF602,RDF60203,RDF6020316,Humanities and the arts,Languages and literature,Literature and literary studies,American literatures
RDF6020317,RDF60,RDF602,RDF60203,RDF6020317,Humanities and the arts,Languages and literature,Literature and literary studies,Latin American literatures
RDF6020318,RDF60,RDF602,RDF60203,RDF6020318,Humanities and the arts,Languages and literature,Literature and literary studies,Caribbean literatures
RDF6020319,RDF60,RDF602,RDF60203,RDF6020319,Humanities and the arts,Languages and literature,Literature and literary studies,South Asian literatures
RDF6020320,RDF60,RDF602,RDF60203,RDF6020320,Humanities and the arts,Languages and literature,Literature and literary studies,"Australia, New Zealand, and New South Wales literatures"
RDF6020321,RDF60,RDF602,RDF60203,RDF6020321,Humanities and the arts,Languages and literature,Literature and literary studies,Postcolonial literatures
RDF6020322,RDF60,RDF602,RDF60203,RDF6020322,Humanities and the arts,Languages and literature,Literature and literary studies,Renaissance literatures
RDF6020323,RDF60,RDF602,RDF60203,RDF6020323,Humanities and the arts,Languages and literature,Literature and literary studies,Classical literatures
RDF6020324,RDF60,RDF602,RDF60203,RDF6020324,Humanities and the arts,Languages and literature,Literature and literary studies,Contemporary literatures
RDF6020325,RDF60,RDF602,RDF60203,RDF6020325,Humanities and the arts,Languages and literature,Literature and literary studies,Science fiction and fantasy literatures
RDF6020326,RDF60,RDF602,RDF60203,RDF6020326,Humanities and the arts,Languages and literature,Literature and literary studies,Children’s literatures
RDF6020327,RDF60,RDF602,RDF60203,RDF6020327,Humanities and the arts,Languages and literature,Literature and literary studies,Literature and critical theory
RDF6020328,RDF60,RDF602,RDF60203,RDF6020328,Humanities and the arts,Languages and literature,Literature and literary studies,Intellectual history in literary studies
RDF6020329,RDF60,RDF602,RDF60203,RDF6020329,Humanities and the arts,Languages and literature,Literature and literary studies,Comparative literatures
RDF6020330,RDF60,RDF602,RDF60203,RDF6020330,Humanities and the arts,Languages and literature,Literature and literary studies,Electronic literatures
RDF6020399,RDF60,RDF602,RDF60203,RDF6020399,Humanities and the arts,Languages and literature,Literature and literary studies,"Literature and literary studies, n.e.c."
RDF60299,RDF60,RDF602,RDF60299,,Humanities and the arts,Languages and literature,Other languages and literature,
RDF6029999,RDF60,RDF602,RDF60299,RDF6029999,Humanities and the arts,Languages and literature,Other languages and literature,Other languages and literature
RDF603,RDF60,RDF603,,,Humanities and the arts,Philosophy,,
RDF60301,RDF60,RDF603,RDF60301,,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),
RDF6030101,RDF60,RDF603,RDF60301,RDF6030101,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Aesthetics
RDF6030102,RDF60,RDF603,RDF60301,RDF6030102,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Environmental philosophy
RDF6030103,RDF60,RDF603,RDF60301,RDF6030103,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Epistemology
RDF6030104,RDF60,RDF603,RDF60301,RDF6030104,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Feminist philosophy
RDF6030105,RDF60,RDF603,RDF60301,RDF6030105,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of sexuality
RDF6030106,RDF60,RDF603,RDF60301,RDF6030106,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Logic
RDF6030107,RDF60,RDF603,RDF60301,RDF6030107,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Metaphysics
RDF6030108,RDF60,RDF603,RDF60301,RDF6030108,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Phenomenology
RDF6030109,RDF60,RDF603,RDF60301,RDF6030109,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophical psychology (including moral psychology and philosophy of action)
RDF6030110,RDF60,RDF603,RDF60301,RDF6030110,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of cognition
RDF6030111,RDF60,RDF603,RDF60301,RDF6030111,Humanities and the arts,Philosophy,Philosophy (except philosophy of specific fields),Philosophy of language
