single_encoder,code_d,code_g,code_c,code_sc,division,group,class,subclass
RDF2080101,RDF20-21,RDF208,RDF20801,RDF2080101,Engineering and technology,Environmental engineering and related engineering,Environmental engineering,Residual materials management
RDF2080102,RDF20-21,RDF208,RDF20801,RDF2080102,Engineering and technology,Environmental engineering and related engineering,Environmental engineering,Product life cycle
RDF2080103,RDF20-21,RDF208,RDF20801,RDF2080103,Engineering and technology,Environmental engineering and related engineering,Environmental engineering,Environmental impacts
RDF2080104,RDF20-21,RDF208,RDF20801,RDF2080104,Engineering and technology,Environmental engineering and related engineering,Environmental engineering,Bioremediation and soil restoration
RDF2080105,RDF20-21,RDF208,RDF20801,RDF2080105,Engineering and technology,Environmental engineering and related engineering,Environmental engineering,Wastewater treatment (including water treatment processes)
RDF2080106,RDF20-21,RDF208,RDF20801,RDF2080106,Engineering and technology,Environmental engineering and related engineering,Environmental engineering,Water quality engineering
RDF2080107,RDF20-21,RDF208,RDF20801,RDF2080107,Engineering and technology,Environmental engineering and related engineering,Environmental engineering,Waste management (including agricultural waste)
RDF2080199,RDF20-21,RDF208,RDF20801,RDF2080199,Engineering and technology,Environmental engineering and related engineering,Environmental engineering,"Environmental engineering, n.e.c."
RDF20802,RDF20-21,RDF208,RDF20802,,Engineering and technology,Environmental engineering and related engineering,Geomatics engineering,
RDF2080201,RDF20-21,RDF208,RDF20802,RDF2080201,Engineering and technology,Environmental engineering and related engineering,Geomatics engineering,Cartography
RDF2080202,RDF20-21,RDF208,RDF20802,RDF2080202,Engineering and technology,Environmental engineering and related engineering,Geomatics engineering,Geospatial information systems
RDF2080203,RDF20-21,RDF208,RDF20802,RDF2080203,Engineering and technology,Environmental engineering and related engineering,Geomatics engineering,Navigation and position fixing
RDF2080204,RDF20-21,RDF208,RDF20802,RDF2080204,Engineering and technology,Environmental engineering and related engineering,Geomatics engineering,Remote sensing in geomatics and photogrammetry
RDF2080205,RDF20-21,RDF208,RDF20802,RDF2080205,Engineering and technology,Environmental engineering and related engineering,Geomatics engineering,Geomatic surveying (including hydrographic surveying)
RDF2080299,RDF20-21,RDF208,RDF20802,RDF2080299,Engineering and technology,Environmental engineering and related engineering,Geomatics engineering,"Geomatics engineering, n.e.c."
RDF20899,RDF20-21,RDF208,RDF20899,,Engineering and technology,Environmental engineering and related engineering,Other environmental engineering and related engineering,
RDF2089999,RDF20-21,RDF208,RDF20899,RDF2089999,Engineering and technology,Environmental engineering and related engineering,Other environmental engineering and related engineering,Other environmental engineering and related engineering
RDF209,RDF20-21,RDF209,,,Engineering and technology,Environmental biotechnology,,
RDF20901,RDF20-21,RDF209,RDF20901,,Engineering and technology,Environmental biotechnology,Environmental biotechnology,
RDF2090101,RDF20-21,RDF209,RDF20901,RDF2090101,Engineering and technology,Environmental biotechnology,Environmental biotechnology,Biodiscovery
RDF2090102,RDF20-21,RDF209,RDF20901,RDF2090102,Engineering and technology,Environmental biotechnology,Environmental biotechnology,Biological control
RDF2090103,RDF20-21,RDF209,RDF20901,RDF2090103,Engineering and technology,Environmental biotechnology,Environmental biotechnology,Bioremediation
RDF2090104,RDF20-21,RDF209,RDF20901,RDF2090104,Engineering and technology,Environmental biotechnology,Environmental biotechnology,Environmental biotechnology diagnostics (including biosensors)
RDF2090105,RDF20-21,RDF209,RDF20901,RDF2090105,Engineering and technology,Environmental biotechnology,Environmental biotechnology,Environmental marine biotechnology
RDF2090106,RDF20-21,RDF209,RDF20901,RDF2090106,Engineering and technology,Environmental biotechnology,Environmental biotechnology,Environmental molecular engineering of nucleic acids and proteins
RDF2090199,RDF20-21,RDF209,RDF20901,RDF2090199,Engineering and technology,Environmental biotechnology,Environmental biotechnology,"Environmental biotechnology, n.e.c."
RDF210,RDF20-21,RDF210,,,Engineering and technology,Industrial biotechnology,,
RDF21001,RDF20-21,RDF210,RDF21001,,Engineering and technology,Industrial biotechnology,Industrial biotechnology,
RDF2100101,RDF20-21,RDF210,RDF21001,RDF2100101,Engineering and technology,Industrial biotechnology,Industrial biotechnology,Biocatalysis and enzyme technology
RDF2100102,RDF20-21,RDF210,RDF21001,RDF2100102,Engineering and technology,Industrial biotechnology,Industrial biotechnology,"Bioprocessing, bioproduction and bioproducts"
RDF2100103,RDF20-21,RDF210,RDF21001,RDF2100103,Engineering and technology,Industrial biotechnology,Industrial biotechnology,Fermentation biotechnology
RDF2100104,RDF20-21,RDF210,RDF21001,RDF2100104,Engineering and technology,Industrial biotechnology,Industrial biotechnology,Industrial biotechnology diagnostics (including biosensors)
RDF2100105,RDF20-21,RDF210,RDF21001,RDF2100105,Engineering and technology,Industrial biotechnology,Industrial biotechnology,Industrial microbiology (including biofeedstocks)
RDF2100106,RDF20-21,RDF210,RDF21001,RDF2100106,Engineering and technology,Industrial biotechnology,Industrial biotechnology,Industrial molecular engineering of nucleic acids and proteins
RDF2100199,RDF20-21,RDF210,RDF21001,RDF2100199,Engineering and technology,Industrial biotechnology,Industrial biotechnology,"Industrial biotechnology, n.e.c."
RDF211,RDF20-21,RDF211,,,Engineering and technology,Nano-technology,,
RDF21101,RDF20-21,RDF211,RDF21101,,Engineering and technology,Nano-technology,Nano-technology,
RDF2110101,RDF20-21,RDF211,RDF21101,RDF2110101,Engineering and technology,Nano-technology,Nano-technology,Environmental nanotechnology
RDF2110102,RDF20-21,RDF211,RDF21101,RDF2110102,Engineering and technology,Nano-technology,Nano-technology,Nanobiotechnology
RDF2110103,RDF20-21,RDF211,RDF21101,RDF2110103,Engineering and technology,Nano-technology,Nano-technology,Nanoelectromechanical systems
RDF2110104,RDF20-21,RDF211,RDF21101,RDF2110104,Engineering and technology,Nano-technology,Nano-technology,Nanoelectronics
RDF2110105,RDF20-21,RDF211,RDF21101,RDF2110105,Engineering and technology,Nano-technology,Nano-technology,"Nanofabrication, growth and self-assembly"
RDF2110106,RDF20-21,RDF211,RDF21101,RDF2110106,Engineering and technology,Nano-technology,Nano-technology,Nanomanufacturing
RDF2110107,RDF20-21,RDF211,RDF21101,RDF2110107,Engineering and technology,Nano-technology,Nano-technology,Nanomaterials
RDF2110108,RDF20-21,RDF211,RDF21101,RDF2110108,Engineering and technology,Nano-technology,Nano-technology,Nanomedicine
RDF2110109,RDF20-21,RDF211,RDF21101,RDF2110109,Engineering and technology,Nano-technology,Nano-technology,Nanometrology
RDF2110110,RDF20-21,RDF211,RDF21101,RDF2110110,Engineering and technology,Nano-technology,Nano-technology,Nanophotonics
RDF2110111,RDF20-21,RDF211,RDF21101,RDF2110111,Engineering and technology,Nano-technology,Nano-technology,Nanoscale characterisation
RDF2110112,RDF20-21,RDF211,RDF21101,RDF2110112,Engineering and technology,Nano-technology,Nano-technology,"Nanotoxicology, health and safety"
RDF2110113,RDF20-21,RDF211,RDF21101,RDF2110113,Engineering and technology,Nano-technology,Nano-technology,Molecular and organic electronics
RDF2110199,RDF20-21,RDF211,RDF21101,RDF2110199,Engineering and technology,Nano-technology,Nano-technology,"Nanotechnology, n.e.c."
RDF212,RDF20-21,RDF212,,,Engineering and technology,Other engineering and technologies,,
RDF21201,RDF20-21,RDF212,RDF21201,,Engineering and technology,Other engineering and technologies,Engineering design,
RDF2120101,RDF20-21,RDF212,RDF21201,RDF2120101,Engineering and technology,Other engineering and technologies,Engineering design,Engineering design empirical studies
RDF2120102,RDF20-21,RDF212,RDF21201,RDF2120102,Engineering and technology,Other engineering and technologies,Engineering design,Engineering design knowledge
RDF2120103,RDF20-21,RDF212,RDF21201,RDF2120103,Engineering and technology,Other engineering and technologies,Engineering design,Engineering design methods
RDF2120104,RDF20-21,RDF212,RDF21201,RDF2120104,Engineering and technology,Other engineering and technologies,Engineering design,Engineering systems design
RDF2120105,RDF20-21,RDF212,RDF21201,RDF2120105,Engineering and technology,Other engineering and technologies,Engineering design,Models of engineering design
RDF2120106,RDF20-21,RDF212,RDF21201,RDF2120106,Engineering and technology,Other engineering and technologies,Engineering design,"Engineering design, n.e.c."
RDF2120107,RDF20-21,RDF212,RDF21201,RDF2120107,Engineering and technology,Other engineering and technologies,Engineering design,Nuclear engineering (including fuel enrichment and nuclear waste processing and storage)
RDF2120199,RDF20-21,RDF212,RDF21201,RDF2120199,Engineering and technology,Other engineering and technologies,Engineering design,"Other engineering and technologies, n.e.c."
RDF30,RDF30,,,,"Medical, health and life sciences",,,
RDF301,RDF30,RDF301,,,"Medical, health and life sciences",Basic medicine and life sciences,,
RDF30101,RDF30,RDF301,RDF30101,,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,
RDF3010101,RDF30,RDF301,RDF30101,RDF3010101,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Allergy
RDF3010102,RDF30,RDF301,RDF30101,RDF3010102,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,"Applied immunology (including antibody engineering, xenotransplantation and t-cell therapies)"
RDF3010103,RDF30,RDF301,RDF30101,RDF3010103,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Autoimmunity
RDF3010104,RDF30,RDF301,RDF30101,RDF3010104,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Cellular immunology
RDF3010105,RDF30,RDF301,RDF30101,RDF3010105,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Humoural immunology and immunochemistry
RDF3010106,RDF30,RDF301,RDF30101,RDF3010106,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Immunogenetics (including genetic immunology)
RDF3010107,RDF30,RDF301,RDF30101,RDF3010107,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Innate immunity
RDF3010108,RDF30,RDF301,RDF30101,RDF3010108,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Adaptive immunity
RDF3010109,RDF30,RDF301,RDF30101,RDF3010109,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Transplantation immunology
RDF3010110,RDF30,RDF301,RDF30101,RDF3010110,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Tumour immunology
RDF3010111,RDF30,RDF301,RDF30101,RDF3010111,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Immune tolerance
RDF3010112,RDF30,RDF301,RDF30101,RDF3010112,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Immune deficiency
RDF3010113,RDF30,RDF301,RDF30101,RDF3010113,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,Immune diseases
RDF3010199,RDF30,RDF301,RDF30101,RDF3010199,"Medical, health and life sciences",Basic medicine and life sciences,Immunology,"Immunology, n.e.c."
RDF30102,RDF30,RDF301,RDF30102,,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,
RDF3010201,RDF30,RDF301,RDF30102,RDF3010201,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer progression and metastasis
RDF3010202,RDF30,RDF301,RDF30102,RDF3010202,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Mechanisms of carcinogenesis
RDF3010203,RDF30,RDF301,RDF30102,RDF3010203,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer drug development and therapeutics
RDF3010204,RDF30,RDF301,RDF30102,RDF3010204,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer diagnosis
RDF3010205,RDF30,RDF301,RDF30102,RDF3010205,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer genetics
RDF3010206,RDF30,RDF301,RDF30102,RDF3010206,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Hematological tumours
RDF3010207,RDF30,RDF301,RDF30102,RDF3010207,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Cancer molecular targets
RDF3010208,RDF30,RDF301,RDF30102,RDF3010208,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Solid cancer tumours
RDF3010209,RDF30,RDF301,RDF30102,RDF3010209,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Pediatric cancer
RDF3010210,RDF30,RDF301,RDF30102,RDF3010210,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,Premalignant disease (precursors)
RDF3010299,RDF30,RDF301,RDF30102,RDF3010299,"Medical, health and life sciences",Basic medicine and life sciences,Cancer,"Cancer, n.e.c."
RDF30103,RDF30,RDF301,RDF30103,,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,
RDF3010301,RDF30,RDF301,RDF30103,RDF3010301,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Medical bacteriology
RDF3010302,RDF30,RDF301,RDF30103,RDF3010302,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Medical infection agents (including prions)
RDF3010303,RDF30,RDF301,RDF30103,RDF3010303,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Medical parasitology
RDF3010304,RDF30,RDF301,RDF30103,RDF3010304,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Medical virology
RDF3010305,RDF30,RDF301,RDF30103,RDF3010305,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Antimicrobial resistance
RDF3010306,RDF30,RDF301,RDF30103,RDF3010306,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Antiviral resistance
RDF3010307,RDF30,RDF301,RDF30103,RDF3010307,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Vaccines
RDF3010308,RDF30,RDF301,RDF30103,RDF3010308,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Human microbiota
RDF3010309,RDF30,RDF301,RDF30103,RDF3010309,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,Pathogenesis
RDF3010399,RDF30,RDF301,RDF30103,RDF3010399,"Medical, health and life sciences",Basic medicine and life sciences,Medical microbiology,"Medical microbiology, n.e.c."
RDF30104,RDF30,RDF301,RDF30104,,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",
RDF3010401,RDF30,RDF301,RDF30104,RDF3010401,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Autonomic nervous system
RDF3010402,RDF30,RDF301,RDF30104,RDF3010402,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Central nervous system
RDF3010403,RDF30,RDF301,RDF30104,RDF3010403,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Motor systems
RDF3010404,RDF30,RDF301,RDF30104,RDF3010404,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neuromuscular diseases
RDF3010405,RDF30,RDF301,RDF30104,RDF3010405,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Peripheral nervous system
RDF3010406,RDF30,RDF301,RDF30104,RDF3010406,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, visual"
RDF3010407,RDF30,RDF301,RDF30104,RDF3010407,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, auditory"
RDF3010408,RDF30,RDF301,RDF30104,RDF3010408,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, pain"
RDF3010409,RDF30,RDF301,RDF30104,RDF3010409,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, vestibular"
RDF3010410,RDF30,RDF301,RDF30104,RDF3010410,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, somatosensory"
RDF3010411,RDF30,RDF301,RDF30104,RDF3010411,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Sensory systems, olfactory"
RDF3010412,RDF30,RDF301,RDF30104,RDF3010412,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Sensorimotor neuroscience
RDF3010413,RDF30,RDF301,RDF30104,RDF3010413,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neural excitability and synapses
RDF3010414,RDF30,RDF301,RDF30104,RDF3010414,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neurodegeneration
RDF3010415,RDF30,RDF301,RDF30104,RDF3010415,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neurodevelopment
RDF3010416,RDF30,RDF301,RDF30104,RDF3010416,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neuroinflammation
RDF3010417,RDF30,RDF301,RDF30104,RDF3010417,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Neurogenesis and plasticity, medical and health aspects"
RDF3010418,RDF30,RDF301,RDF30104,RDF3010418,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Glial cell studies
RDF3010419,RDF30,RDF301,RDF30104,RDF3010419,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neurological disorders (except neuromuscular diseases)
RDF3010420,RDF30,RDF301,RDF30104,RDF3010420,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neurorobotics
RDF3010421,RDF30,RDF301,RDF30104,RDF3010421,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neuroethology
RDF3010422,RDF30,RDF301,RDF30104,RDF3010422,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Neuropsychology
RDF3010423,RDF30,RDF301,RDF30104,RDF3010423,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Applied behavioural neurology and neuropsychiatry
RDF3010424,RDF30,RDF301,RDF30104,RDF3010424,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects",Biology of addiction
RDF3010499,RDF30,RDF301,RDF30104,RDF3010499,"Medical, health and life sciences",Basic medicine and life sciences,"Neurosciences, medical and physiological and health aspects","Neurosciences, medical and health and physiological aspects, n.e.c."
RDF30105,RDF30,RDF301,RDF30105,,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),
RDF3010501,RDF30,RDF301,RDF30105,RDF3010501,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),Basic pharmacology
RDF3010502,RDF30,RDF301,RDF30105,RDF3010502,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),Pharmacogenomics
RDF3010503,RDF30,RDF301,RDF30105,RDF3010503,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),Toxicology (except clinical toxicology)
RDF3010504,RDF30,RDF301,RDF30105,RDF3010504,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),"Drug discovery, design and delivery"
RDF3010505,RDF30,RDF301,RDF30105,RDF3010505,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),Psychopharmacology
RDF3010599,RDF30,RDF301,RDF30105,RDF3010599,"Medical, health and life sciences",Basic medicine and life sciences,Pharmacology and pharmaceutical sciences (except clinical aspects),"Pharmacology and pharmaceutical sciences, n.e.c."
RDF30106,RDF30,RDF301,RDF30106,,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,
RDF3010601,RDF30,RDF301,RDF30106,RDF3010601,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Systems physiology
RDF3010602,RDF30,RDF301,RDF30106,RDF3010602,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Sensorimotor physiology
RDF3010603,RDF30,RDF301,RDF30106,RDF3010603,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Computational physiology
RDF3010604,RDF30,RDF301,RDF30106,RDF3010604,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,"Sex differences in cells, tissues and animal"
RDF3010605,RDF30,RDF301,RDF30106,RDF3010605,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Human development and organogenesis
RDF3010606,RDF30,RDF301,RDF30106,RDF3010606,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,Electrophysiology
RDF3010699,RDF30,RDF301,RDF30106,RDF3010699,"Medical, health and life sciences",Basic medicine and life sciences,Human physiology,"Human physiology, n.e.c."
RDF30107,RDF30,RDF301,RDF30107,,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,
RDF3010701,RDF30,RDF301,RDF30107,RDF3010701,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,"Bone, skin and cartilage science"
RDF3010702,RDF30,RDF301,RDF30107,RDF3010702,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,Musculoskeletal biology and physiology
RDF3010703,RDF30,RDF301,RDF30107,RDF3010703,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,Human biomechanics
RDF3010704,RDF30,RDF301,RDF30107,RDF3010704,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,Exercise physiology
RDF3010705,RDF30,RDF301,RDF30107,RDF3010705,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,Sensorimotor control
RDF3010706,RDF30,RDF301,RDF30107,RDF3010706,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,"Balance, gait, and locomotion"
RDF3010799,RDF30,RDF301,RDF30107,RDF3010799,"Medical, health and life sciences",Basic medicine and life sciences,Musculoskeletal health and human movement,"Other musculoskeletal health and human movement, n.e.c."
RDF30199,RDF30,RDF301,RDF30199,,"Medical, health and life sciences",Basic medicine and life sciences,Other basic medicine and life sciences,
RDF3019999,RDF30,RDF301,RDF30199,RDF3019999,"Medical, health and life sciences",Basic medicine and life sciences,Other basic medicine and life sciences,Other basic medicine and life sciences
RDF302,RDF30,RDF302,,,"Medical, health and life sciences",Clinical medicine,,
RDF30201,RDF30,RDF302,RDF30201,,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,
RDF3020101,RDF30,RDF302,RDF30201,RDF3020101,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Cardiology and circulatory sciences (including cardiovascular disease)
RDF3020102,RDF30,RDF302,RDF30201,RDF3020102,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Hematology
RDF3020103,RDF30,RDF302,RDF30201,RDF3020103,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Respiratory diseases
RDF3020104,RDF30,RDF302,RDF30201,RDF3020104,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Cerebrovascular sciences (including stroke)
RDF3020105,RDF30,RDF302,RDF30201,RDF3020105,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Respiratory sciences
RDF3020106,RDF30,RDF302,RDF30201,RDF3020106,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Respiratory system pathologies and clinical interventions
RDF3020107,RDF30,RDF302,RDF30201,RDF3020107,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,Vascular and endothelial biology
RDF3020199,RDF30,RDF302,RDF30201,RDF3020199,"Medical, health and life sciences",Clinical medicine,Cardiorespiratory medicine and hematology,"Cardiorespiratory medicine and hematology, n.e.c."
RDF30202,RDF30,RDF302,RDF30202,,"Medical, health and life sciences",Clinical medicine,Clinical sciences,
RDF3020201,RDF30,RDF302,RDF30202,RDF3020201,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Anesthesiology
RDF3020202,RDF30,RDF302,RDF30202,RDF3020202,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical microbiology
RDF3020203,RDF30,RDF302,RDF30202,RDF3020203,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Dermatology
RDF3020204,RDF30,RDF302,RDF30202,RDF3020204,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Sexually transmitted diseases and infections
RDF3020205,RDF30,RDF302,RDF30202,RDF3020205,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Critical care medicine and emergency medicine
RDF3020206,RDF30,RDF302,RDF30202,RDF3020206,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Human endocrinology (except diabetes and obesity)
RDF3020207,RDF30,RDF302,RDF30202,RDF3020207,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Human metabolism and diseases (except diabetes and obesity)
RDF3020208,RDF30,RDF302,RDF30202,RDF3020208,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical sciences on diabetes
RDF3020209,RDF30,RDF302,RDF30202,RDF3020209,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical sciences on obesity
RDF3020210,RDF30,RDF302,RDF30202,RDF3020210,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Gastroenterology
RDF3020211,RDF30,RDF302,RDF30202,RDF3020211,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Hepatology
RDF3020212,RDF30,RDF302,RDF30202,RDF3020212,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Geriatrics and gerontology
RDF3020213,RDF30,RDF302,RDF30202,RDF3020213,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Infectious diseases
RDF3020214,RDF30,RDF302,RDF30202,RDF3020214,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical genetics (except cancer genetics)
RDF3020215,RDF30,RDF302,RDF30202,RDF3020215,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Nephrology
RDF3020216,RDF30,RDF302,RDF30202,RDF3020216,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Urology
RDF3020217,RDF30,RDF302,RDF30202,RDF3020217,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical and translational cardiovascular sciences
RDF3020218,RDF30,RDF302,RDF30202,RDF3020218,"Medical, health and life sciences",Clinical medicine,Clinical sciences,"Radiology, nuclear medicine and medical imaging"
RDF3020219,RDF30,RDF302,RDF30202,RDF3020219,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Orthopedics
RDF3020220,RDF30,RDF302,RDF30202,RDF3020220,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Otorhinolaryngology
RDF3020221,RDF30,RDF302,RDF30202,RDF3020221,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Pathology (except oral pathology)
RDF3020222,RDF30,RDF302,RDF30202,RDF3020222,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Podiatry
RDF3020223,RDF30,RDF302,RDF30202,RDF3020223,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Psychiatry (including psychotherapy)
RDF3020224,RDF30,RDF302,RDF30202,RDF3020224,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Rheumatology
RDF3020225,RDF30,RDF302,RDF30202,RDF3020225,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Surgery
RDF3020226,RDF30,RDF302,RDF30202,RDF3020226,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical oncology
RDF3020227,RDF30,RDF302,RDF30202,RDF3020227,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Neurology
RDF3020228,RDF30,RDF302,RDF30202,RDF3020228,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Ophthalmology
RDF3020229,RDF30,RDF302,RDF30202,RDF3020229,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Rare diseases
RDF3020230,RDF30,RDF302,RDF30202,RDF3020230,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical sexology
RDF3020231,RDF30,RDF302,RDF30202,RDF3020231,"Medical, health and life sciences",Clinical medicine,Clinical sciences,"Translational and clinical pharmacology, and therapeutics"
