division,group,class,subclass,,,
RDF50 Social sciences,RDF505 Law and legal practice,"RDF50501 Law (except legal practice and international law)",RDF5050122 Law and technology,,,
RDF50 Social sciences,RDF505 Law and legal practice,"RDF50501 Law (except legal practice and international law)",RDF5050123 Law and society,,,
RDF50 Social sciences,RDF505 Law and legal practice,"RDF50501 Law (except legal practice and international law)",RDF5050124 Cyberlaw and cyberjustice,,,
RDF50 Social sciences,RDF505 Law and legal practice,"RDF50501 Law (except legal practice and international law)",RDF5050125 Outer space law and policy,,,
RDF50 Social sciences,RDF505 Law and legal practice,"RDF50501 Law (except legal practice and international law)","RDF5050199 Law (except legal practice and international law), n.e.c.",,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50502 Legal practice,,,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50502 Legal practice,"RDF5050201 Legal institutions (including courts and justice systems)",,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50502 Legal practice,RDF5050202 Lawyering and the legal profession,,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50502 Legal practice,"RDF5050203 Legal theory, jurisprudence and legal interpretation",,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50502 Legal practice,"RDF5050204 Litigation, adjudication and dispute resolution",,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50502 Legal practice,RDF5050205 Access to justice,,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50502 Legal practice,"RDF5050299 Legal practice, n.e.c.",,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50503 International law,,,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50503 International law,"RDF5050301 Public international law (except international trade law)",,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50503 International law,RDF5050302 International trade law,,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50503 International law,RDF5050303 Private international law,,,
RDF50 Social sciences,RDF505 Law and legal practice,RDF50503 International law,"RDF5050399 International law, n.e.c.",,,
RDF50 Social sciences,RDF506 Political science and policy administration,,,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060101 Canadian politics and government,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060102 Indigenous politics,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060103 Political theory,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060104 Comparative politics,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060105 International relations,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060106 Political methodology,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060107 Political areas studies,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060108 Specialized politics,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060109 Political behaviour and election studies,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060110 Social movements and democracy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,RDF5060111 Politics of outer space,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50601 Political science,"RDF5060199 Political science, n.e.c.",,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060201 Indigenous policy and policy administration,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060202 Studies related to the Truth and Reconciliation Commission of Canada,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060203 Arts and cultural policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060204 Communication and media policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060205 Crime policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060206 Public security policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060207 Cybersecurity policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060208 Economic development policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060209 International cooperation and development policies,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060210 Ecological policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060211 Educational policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060212 Environmental policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060213 Health policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060214 Public administration,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060215 Public policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,"RDF5060216 Research, science and technology policy",,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060217 Social policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060218 Tourism policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060219 Urban policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,RDF5060220 Employment policy,,,
RDF50 Social sciences,RDF506 Political science and policy administration,RDF50602 Policy and policy administration,"RDF5060299 Policy and policy administration, n.e.c.",,,
RDF50 Social sciences,RDF507 Social and economic geography,,,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070101 Economic geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070102 Development geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,"RDF5070103 Recreation, leisure and tourism geography",,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070104 Social and cultural geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070105 Population geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070106 Health geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070107 Political geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070108 Transportation geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070109 Regional geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070110 Historical geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070111 Environmental geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,RDF5070112 Behavioural geography,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50701 Human geography,"RDF5070199 Human geography, n.e.c.",,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,RDF5070201 Community planning,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,"RDF5070202 History and theory of the built environment (except architecture)",,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,RDF5070203 Housing market development and management,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,RDF5070204 Land use and environmental planning,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,RDF5070205 Regional analysis and development,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,RDF5070206 Transport planning,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,RDF5070207 Urban analysis and development,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,RDF5070208 Urban design and studies,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,"RDF5070209 Landscape studies (except architecture)",,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,RDF5070210 Smart city design and development and related analysis,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50702 Urban and regional planning,"RDF5070299 Urban and regional planning, n.e.c.",,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50799 Other social and human geography,,,,
RDF50 Social sciences,RDF507 Social and economic geography,RDF50799 Other social and human geography,RDF5079999 Other social and human geography,,,
RDF50 Social sciences,RDF508 Media and communications,,,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,RDF5080101 General communication studies,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,RDF5080102 Communication technology and digital media studies,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,RDF5080103 International and development communication,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,"RDF5080104 Media studies (except social media and digital media)",,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,"RDF5080105 Organizational, interpersonal and intercultural communication",,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,RDF5080106 Social media studies,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,RDF5080107 Public relations studies,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,RDF5080108 Political communication studies,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50801 Communication and media studies,"RDF5080199 Communication and media studies, n.e.c.",,,
RDF50 Social sciences,RDF508 Media and communications,"RDF50802 Film, television and digital media",,,,
RDF50 Social sciences,RDF508 Media and communications,"RDF50802 Film, television and digital media",RDF5080201 Cinema studies,,,
RDF50 Social sciences,RDF508 Media and communications,"RDF50802 Film, television and digital media",RDF5080202 Television studies,,,
RDF50 Social sciences,RDF508 Media and communications,"RDF50802 Film, television and digital media",RDF5080203 Interactive media studies,,,
RDF50 Social sciences,RDF508 Media and communications,"RDF50802 Film, television and digital media",RDF5080204 Computer gaming and animation studies,,,
RDF50 Social sciences,RDF508 Media and communications,"RDF50802 Film, television and digital media","RDF5080299 Film, television and digital media, n.e.c.",,,
RDF50 Social sciences,RDF508 Media and communications,RDF50803 Journalism and professional writing,,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50803 Journalism and professional writing,RDF5080301 Journalism studies,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50803 Journalism and professional writing,RDF5080302 Rhetoric and writing studies,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50803 Journalism and professional writing,RDF5080303 Professional writing,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50803 Journalism and professional writing,RDF5080304 Technical writing,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50803 Journalism and professional writing,"RDF5080399 Journalism and professional writing, n.e.c.",,,
RDF50 Social sciences,RDF508 Media and communications,RDF50899 Other media and communication,,,,
RDF50 Social sciences,RDF508 Media and communications,RDF50899 Other media and communication,RDF5089999 Other media and communication,,,
RDF50 Social sciences,RDF509 Other social sciences,,,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50901 Anthropology,,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50901 Anthropology,RDF5090101 Developmental anthropology,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50901 Anthropology,"RDF5090102 Biological (physical) anthropology",,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50901 Anthropology,RDF5090103 Linguistic anthropology,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50901 Anthropology,RDF5090104 Social and cultural anthropology,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50901 Anthropology,RDF5090105 Medical anthropology,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50901 Anthropology,RDF5090106 Anthropology of sex and gender,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50901 Anthropology,"RDF5090199 Anthropology, n.e.c.",,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,RDF5090201 Causes and prevention of crime,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,"RDF5090202 Correctional theory, offender treatment and rehabilitation",,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,RDF5090203 Courts and sentencing,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,RDF5090204 Criminological theories,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,"RDF5090205 Police administration, procedures and practice",,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,RDF5090206 Private policing and security services,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,RDF5090207 Juvenile delinquency,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,RDF5090208 Cybercrime,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50902 Criminology,"RDF5090299 Criminology, n.e.c",,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50903 Demography,,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50903 Demography,RDF5090301 Family and household demographic studies,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50903 Demography,RDF5090302 Fertility,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50903 Demography,RDF5090303 Migration,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50903 Demography,RDF5090304 Mortality,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50903 Demography,RDF5090305 Population trends and policies,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50903 Demography,"RDF5090399 Demography, n.e.c.",,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50904 Social work,,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50904 Social work,RDF5090401 Clinical social work practice,,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50904 Social work,"RDF5090402 Counselling, welfare and community services",,,
RDF50 Social sciences,RDF509 Other social sciences,RDF50904 Social work,"RDF5090499 Social work, n.e.c.",,,
RDF50 Social sciences,RDF509 Other social sciences,"RDF50999 Other social sciences, n.e.c.",,,,
RDF50 Social sciences,RDF509 Other social sciences,"RDF50999 Other social sciences, n.e.c.",RDF5099901 Sexology,,,
RDF50 Social sciences,RDF509 Other social sciences,"RDF50999 Other social sciences, n.e.c.",RDF5099902 Disability studies,,,
RDF50 Social sciences,RDF509 Other social sciences,"RDF50999 Other social sciences, n.e.c.",RDF5099903 Gender studies,,,
RDF50 Social sciences,RDF509 Other social sciences,"RDF50999 Other social sciences, n.e.c.","RDF5099904 Family social studies (except demographic aspects)",,,
RDF50 Social sciences,RDF509 Other social sciences,"RDF50999 Other social sciences, n.e.c.","RDF5099999 All other social sciences, n.e.c.",,,
RDF60 Humanities and the arts,,,,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",,,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010101 Indigenous history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010102 Asian history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010103 Classical Greek and Ancient Rome history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010104 British history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,"RDF6010105 European history (except British, classical Greek and Roman)",,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010106 Latin American history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010107 Middle Eastern history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010108 African history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010109 American history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010110 Canadian history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010111 Medieval history,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,RDF6010112 History of medicine and health care,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,"RDF6010113 History of sciences and technology (except medicine and health care)",,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,"RDF6010114 Book history (including print culture)",,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60101 Historical studies,"RDF6010199 Historical studies, n.e.c.",,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010201 Archaeometry,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,"RDF6010202 Historical archaeology (including industrial archaeology)",,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010203 Prehistoric archaeology,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010204 Underwater archaeology,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010205 Classical archaeology,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010206 Ethno-archaeology,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010207 Bioarchaeology,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010208 Archaeology of pre-literate societies,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010209 Archaeological theory,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010210 Paleolithic archaeology,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,RDF6010211 Mortuary archaeology,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60102 Archaeology,"RDF6010299 Archaeology, n.e.c.",,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,"RDF6010301 Christianity studies (including biblical studies and church history)",,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,RDF6010302 Comparative religious studies,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,RDF6010303 Religion and spirituality of Indigenous peoples,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,RDF6010304 Islamic studies,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,RDF6010305 Jewish studies,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,RDF6010306 Religion and society,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,RDF6010307 Eastern religions,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,RDF6010308 Classical religion,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60103 Religion and religious studies,"RDF6010399 Religion and religious studies, n.e.c.",,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60199 Other studies related to history and archaeology,,,,
RDF60 Humanities and the arts,"RDF601 History, archaeology and related studies",RDF60199 Other studies related to history and archaeology,RDF6019999 Other studies related to history and archaeology,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,,,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020101 English language,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020102 French language,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020103 Spanish language,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020104 Chinese language,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020105 Arabic language,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020106 African languages,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020107 Oceania and Pacific island languages,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020108 North American Indigenous languages,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,"RDF6020109 Asian languages (except chinese language)",,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020110 Other South and Central American languages,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020111 Other European languages,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020112 Comparative language studies,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,RDF6020113 Bilingualism and second language learning,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60201 Languages,"RDF6020199 Languages, n.e.c.",,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,RDF6020201 Classical linguistics,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,RDF6020202 Computational linguistics,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,RDF6020203 Discourse and pragmatics,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,RDF6020204 Phonetics and speech sciences,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,RDF6020205 Sociolinguistics,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,"RDF6020206 Historical linguistics, diachronics, and dialectology",,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,RDF6020207 Lexicography,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,"RDF6020208 Linguistic structures (including grammar, phonology, lexicon and semantics)",
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,"RDF6020209 Lexicology (including onomastics)",,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,RDF6020210 Comparative linguistics,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60202 Linguistics,"RDF6020299 Linguistics, n.e.c.",,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020301 Canadian literatures in English,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020302 Quebec literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020303 Indigenous literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020304 Literatures in French outside Quebec,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020305 British literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020306 Greek and roman literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020307 Chinese literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020308 Arabic literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020309 African literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020310 Old English literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020311 Medieval Literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020312 Victorian literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020313 Twentieth-century British literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020314 Contemporary British literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020315 Irish literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020316 American literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020317 Latin American literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020318 Caribbean literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020319 South Asian literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,"RDF6020320 Australia, New Zealand, and New South Wales literatures",,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020321 Postcolonial literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020322 Renaissance literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020323 Classical literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020324 Contemporary literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020325 Science fiction and fantasy literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,"RDF6020326 Children’s literatures",,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020327 Literature and critical theory,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020328 Intellectual history in literary studies,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020329 Comparative literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,RDF6020330 Electronic literatures,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60203 Literature and literary studies,"RDF6020399 Literature and literary studies, n.e.c.",,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60299 Other languages and literature,,,,
RDF60 Humanities and the arts,RDF602 Languages and literature,RDF60299 Other languages and literature,RDF6029999 Other languages and literature,,,
RDF60 Humanities and the arts,RDF603 Philosophy,,,,,
RDF60 Humanities and the arts,RDF603 Philosophy,"RDF60301 Philosophy (except philosophy of specific fields)",,,,
